ECRY2_DN0_c0_g12446_i1.p1	GO:0017018, GO:0006470, GO:0005634
ECRY2_DN0_c0_g10208_i1.p1	GO:0005887, GO:0005886, GO:0042802, GO:0019865, GO:0005154, GO:0023026, GO:0042113
ECRY2_DN0_c0_g3916_i1.p1	GO:0008146, GO:0016020, GO:0016021, GO:0047757, GO:0030205, GO:0030204
ECRY2_DN0_c0_g4977_i1.p1	GO:0009737, GO:0000209, GO:0061630, GO:0009651, GO:0009266, GO:0043161, GO:0045862, GO:0005737, GO:0006515, GO:0051087, GO:0071218
ECRY2_DN0_c0_g3391_i1.p1	GO:0005739, GO:0008948, GO:0005759, GO:0051287, GO:0006090, GO:0006108, GO:0046872, GO:0070401, GO:0004471, GO:0004473
ECRY2_DN0_c0_g849_i1.p1	GO:0005739, GO:0003863, GO:0005759, GO:0009083, GO:0005947, GO:0044877, GO:0046872
ECRY2_DN0_c0_g953_i1.p1	GO:0005739, GO:0070469, GO:0016021, GO:0005750, GO:0006122, GO:0005751, GO:1902600, GO:0046872, GO:0051537, GO:0008121, GO:0034551, GO:0005743
ECRY2_DN0_c0_g1583_i1.p1	GO:0030424, GO:0005886, GO:0016021, GO:0070593, GO:0098632, GO:0007156, GO:0007411
ECRY2_DN0_c0_g10892_i1.p1	GO:0000281, GO:0005576, GO:0051301, GO:0016936, GO:0030703, GO:0009792, GO:0032465, GO:0030246, GO:0030312, GO:0007049
ECRY2_DN0_c0_g1425_i1.p1	GO:0045944, GO:0000978, GO:0046872, GO:0001228, GO:0005634
ECRY2_DN0_c0_g14086_i1.p1	GO:0005887, GO:0047493, GO:0046513, GO:0030176, GO:0016020, GO:0006686, GO:0033188, GO:0030173
ECRY2_DN0_c0_g798_i1.p1	GO:0019722, GO:0005829, GO:0005774, GO:0005509, GO:0005773, GO:0019900
ECRY2_DN0_c0_g14471_i1.p1	GO:0031410, GO:0060271, GO:0030317, GO:0070062, GO:0005515, GO:0005737, GO:0036126, GO:0002080, GO:0005634, GO:0015630, GO:0002081, GO:0060378
ECRY2_DN0_c0_g3133_i1.p1	GO:0005886, GO:0005272, GO:1905789, GO:0016021, GO:1905792, GO:0007638, GO:0006813, GO:0050976, GO:0035725, GO:0015485
ECRY2_DN0_c0_g3760_i1.p1	GO:0005886, GO:0004930, GO:0016021, GO:0017147, GO:0007186, GO:0007163, GO:0042813, GO:0060070
ECRY2_DN0_c0_g13474_i1.p1	GO:0007269, GO:0016020, GO:0098793, GO:0045202, GO:0031284, GO:0007528, GO:0005509, GO:0007268, GO:0008048, GO:0046928
ECRY2_DN0_c0_g8042_i1.p1	GO:0005886, GO:0005912, GO:0005737, GO:0007155, GO:0051015, GO:0005856
ECRY2_DN0_c0_g15517_i1.p1	GO:0048203, GO:0005576, GO:0006914, GO:0000045, GO:0009267, GO:0004065, GO:0006790, GO:0046872, GO:2000786
ECRY2_DN0_c0_g7916_i1.p1	GO:0000139, GO:0007035, GO:0000329, GO:0008553, GO:0016021, GO:0046961, GO:0061795, GO:0048388, GO:1902600, GO:0000220, GO:0010008, GO:0005773, GO:0016471
ECRY2_DN0_c0_g2094_i1.p1	GO:0005739, GO:0005759, GO:0006412, GO:0006431, GO:0005524, GO:0004825
ECRY2_DN0_c0_g2197_i1.p1	GO:0016055, GO:0046872, GO:0051726, GO:0031901, GO:0006357
ECRY2_DN0_c0_g7488_i1.p1	GO:0005829, GO:0032153, GO:0046872, GO:0005634, GO:0006508, GO:0008237
ECRY2_DN0_c0_g12589_i1.p1	GO:0016055, GO:0090263, GO:0061630, GO:0051865, GO:0072572, GO:0005829, GO:0005737, GO:0006511, GO:0008270, GO:0005634, GO:0070936
ECRY2_DN0_c0_g13026_i1.p1	GO:0030424, GO:0043204, GO:0008076, GO:0005886, GO:0030425, GO:0016021, GO:0005251, GO:0071805, GO:0051260, GO:0034765
ECRY2_DN0_c0_g9800_i1.p1	GO:0030627, GO:0003729, GO:0030619, GO:0000395, GO:0005634, GO:0000243, GO:0000387, GO:0071004, GO:0005685, GO:0008270, GO:0000398
ECRY2_DN0_c0_g3917_i1.p1	GO:0032849, GO:0005737, GO:0006730, GO:0005829, GO:0004089, GO:2001225, GO:0032230, GO:0008270
ECRY2_DN0_c0_g3217_i1.p1	GO:0005887, GO:0005886, GO:0015293, GO:0046872, GO:0015807, GO:0035725, GO:0015179, GO:1902475
ECRY2_DN0_c0_g9894_i1.p1	GO:0043161, GO:0031464, GO:0005737, GO:0016567, GO:0046872, GO:0005634
ECRY2_DN0_c0_g4154_i1.p1	GO:0050832, GO:0005576, GO:0005515, GO:0031640
ECRY2_DN0_c0_g15824_i1.p1	GO:0006897, GO:0005576, GO:0016020, GO:0031103, GO:0031648, GO:0043410, GO:0002164, GO:0005615, GO:0004252, GO:0005044, GO:1903746, GO:0006508, GO:1905941
ECRY2_DN0_c0_g9777_i1.p1	GO:0016020, GO:0005737, GO:0005509, GO:0006508, GO:0004198
ECRY2_DN0_c0_g5354_i1.p1	GO:0000932, GO:1905762, GO:0016601, GO:0005829, GO:0005737, GO:0031267
ECRY2_DN0_c0_g16054_i1.p1	GO:0043518, GO:0005886, GO:0007154, GO:0023052, GO:0050829, GO:1901075, GO:0010212, GO:0005737, GO:0030336, GO:0000077, GO:0019900, GO:0043066, GO:0050832, GO:0018108, GO:0007283
ECRY2_DN0_c0_g7313_i1.p1	GO:0003952, GO:0005524, GO:0009435, GO:0005737, GO:1900074, GO:0004359
ECRY2_DN0_c0_g6954_i1.p1	GO:0007219, GO:0045944, GO:0030154, GO:0016571, GO:0046974, GO:0000978, GO:0005634, GO:0008285, GO:0046872, GO:0001228, GO:0014017, GO:0048813, GO:0050773
ECRY2_DN0_c0_g219_i1.p1	GO:0005739, GO:0003700, GO:0003677, GO:0043457
ECRY2_DN0_c0_g3127_i1.p1	GO:0005794, GO:0000139, GO:0016021, GO:0046872, GO:0006486, GO:0030246, GO:0004653
ECRY2_DN0_c0_g6243_i1.p1	GO:0009968, GO:0050868, GO:0046854, GO:0001772, GO:0010498, GO:0040008, GO:0005829, GO:0046935, GO:0005515, GO:0016567, GO:0005942, GO:0043551, GO:0035556, GO:0001678
ECRY2_DN0_c0_g9344_i1.p1	GO:0006351, GO:0006289, GO:0005675, GO:0000439, GO:0008270, GO:0005634, GO:0006357
ECRY2_DN0_c0_g8658_i1.p1	GO:0016705, GO:0005506, GO:0005789, GO:0046701, GO:0046683, GO:0005783, GO:0020037, GO:0046680, GO:0046689, GO:0004497
ECRY2_DN0_c0_g1227_i1.p1	GO:0005313, GO:0060076, GO:0016020, GO:0006814, GO:0015293, GO:0030285, GO:0015813, GO:0035249, GO:0050803, GO:0005326, GO:0098700
ECRY2_DN0_c0_g13115_i1.p1	GO:0006383, GO:0042273, GO:0042254, GO:0046872, GO:0005634
ECRY2_DN0_c0_g6536_i1.p1	GO:0048704, GO:0007625, GO:0008344, GO:0021516, GO:0000122, GO:0019233, GO:0045638, GO:0009952, GO:0000977, GO:0005634, GO:0001227
ECRY2_DN0_c0_g14104_i1.p1	GO:0005887, GO:0016020, GO:0030522, GO:0042060, GO:0005515, GO:0030308, GO:0009986
ECRY2_DN0_c0_g9039_i1.p1	GO:0006383, GO:0042273, GO:0005515, GO:0000995, GO:0008097, GO:0042254, GO:0046872, GO:0005634, GO:0003677
ECRY2_DN0_c0_g14739_i1.p1	GO:0005576, GO:0042802, GO:0062023, GO:1903053, GO:1901346, GO:0005102, GO:0005615
ECRY2_DN0_c0_g13298_i1.p1	GO:0005801, GO:0005886, GO:0000139, GO:0005737, GO:0060628, GO:0000902, GO:0044877, GO:0009636, GO:0006892, GO:0005798, GO:0006888, GO:0001666, GO:0048190, GO:0006886, GO:0006890, GO:0019905
ECRY2_DN0_c0_g2677_i1.p1	GO:0005483, GO:0005886, GO:0031201, GO:0005829, GO:0035494, GO:0016192, GO:0006886, GO:0019905
ECRY2_DN0_c0_g5598_i1.p1	GO:0005794, GO:0048172, GO:0048487, GO:0008017, GO:0008306, GO:0003714, GO:0042802, GO:0005737, GO:0045202, GO:0047485, GO:0038203, GO:0005634, GO:0007268, GO:0005102
ECRY2_DN0_c0_g3935_i1.p1	GO:0046854, GO:0046935, GO:0005942, GO:0043551, GO:0001784
ECRY2_DN0_c0_g2242_i1.p1	GO:0005840, GO:0003735, GO:0002181, GO:0003729
ECRY2_DN0_c0_g3710_i1.p1	GO:0005886, GO:0004930, GO:0016021, GO:0005737, GO:0043235, GO:0030073, GO:0031210, GO:0007189, GO:0019222
ECRY2_DN0_c0_g11544_i1.p1	GO:0008641, GO:0005524, GO:0005737, GO:0005829, GO:0046872, GO:0071569
ECRY2_DN0_c0_g15162_i1.p1	GO:0003724, GO:0016887, GO:0006259, GO:0005524, GO:0032508, GO:0003678, GO:0005634, GO:0003677, GO:0003723
ECRY2_DN0_c0_g8580_i1.p1	GO:0005789, GO:0005975, GO:0043568, GO:0005783, GO:0016021, GO:0005515, GO:0031965, GO:0048741, GO:0051897, GO:0005634, GO:0004553
ECRY2_DN0_c0_g9580_i1.p1	GO:0051438, GO:0031462, GO:0005123, GO:0060442, GO:0005737, GO:0005829, GO:2000001, GO:0016567, GO:1990756, GO:0060743, GO:0005634, GO:0006915, GO:0140627, GO:1902041, GO:0005654
ECRY2_DN0_c0_g4683_i1.p1	GO:0120169, GO:0005525, GO:0009410, GO:0006935, GO:0051301, GO:0050829, GO:0019901, GO:0043495, GO:0043051, GO:0031683, GO:0007212, GO:0040012, GO:0048681, GO:0007188, GO:0003925, GO:0005834, GO:0001664, GO:0046872, GO:0016907, GO:0046662, GO:0007049, GO:0007213, GO:0045202, GO:0032094, GO:0005938, GO:0032223
ECRY2_DN0_c0_g7604_i1.p1	GO:0005776, GO:0031410, GO:0048471, GO:0005737, GO:0046872, GO:0006915, GO:0000421, GO:0005856
ECRY2_DN0_c0_g14279_i1.p1	GO:0010825, GO:0005815, GO:0046601, GO:0005814, GO:0005737, GO:0019894, GO:0019900, GO:0048133, GO:0005856
ECRY2_DN0_c0_g12118_i1.p1	GO:0005667, GO:0006355, GO:0090309, GO:0005634, GO:0003712
ECRY2_DN0_c0_g9073_i1.p1	GO:0016055, GO:0005886, GO:0090263, GO:0061630, GO:0051865, GO:0072572, GO:0005515, GO:0005737, GO:0005829, GO:0006511, GO:0008270, GO:0005634, GO:0005654, GO:0070936, GO:1903206
ECRY2_DN0_c0_g8134_i1.p1	GO:0046930, GO:0005739, GO:0006811, GO:0042803, GO:0016021, GO:0005829, GO:0009507, GO:0055085, GO:0005747, GO:0015288, GO:0005741, GO:0045039, GO:0009707, GO:0042721, GO:0005743
ECRY2_DN0_c0_g11297_i1.p1	GO:0010828, GO:0005515, GO:0005634, GO:0000082, GO:0061630, GO:0051301, GO:0005524, GO:0016021, GO:0031146, GO:0000086, GO:0005637, GO:0006260, GO:0071406, GO:0030466, GO:0061631, GO:0031573, GO:0007049, GO:0000209, GO:0051865, GO:0008053, GO:0000409, GO:0031335
ECRY2_DN0_c0_g13308_i1.p1	GO:0031031, GO:0051301, GO:1905758, GO:0051286, GO:0051285, GO:0050790, GO:0005515, GO:0005829, GO:0005096, GO:0032153, GO:0031097, GO:0007049
ECRY2_DN0_c0_g3259_i1.p1	GO:0051014, GO:0051301, GO:0016363, GO:0005737, GO:0030042, GO:0015629, GO:0005634, GO:0051015, GO:0030479, GO:0007049
ECRY2_DN0_c0_g5800_i1.p1	GO:0017022, GO:0006936, GO:0003779, GO:0007155, GO:0032982
ECRY2_DN0_c0_g25_i1.p1	GO:0005886, GO:0005515, GO:0005737, GO:0009925, GO:0048598, GO:0030056, GO:0031581, GO:0016324, GO:0005856
ECRY2_DN0_c0_g15886_i1.p1	GO:0005576, GO:0030198, GO:1902168, GO:0031012, GO:0005198, GO:0031154
ECRY2_DN0_c0_g8308_i1.p1	GO:1990633, GO:0060271, GO:0048471, GO:0005737, GO:0036159, GO:0070840, GO:0007268, GO:0036158
ECRY2_DN0_c0_g7654_i1.p1	GO:0005739, GO:0030170, GO:0006879, GO:0005743, GO:0016021, GO:0031921, GO:1990542
ECRY2_DN0_c0_g1859_i1.p1	GO:0005814, GO:0007165, GO:0000922, GO:0005737, GO:0019900, GO:0030496, GO:0005813, GO:0005856
ECRY2_DN0_c0_g2196_i1.p1	GO:0005739, GO:0030628, GO:0005515, GO:0046872, GO:0000398, GO:0005654
ECRY2_DN0_c0_g13724_i1.p1	GO:0007004, GO:0016887, GO:0003690, GO:0005634, GO:0005730, GO:0005654, GO:0070062, GO:0005524, GO:0006281, GO:0050790, GO:0005737, GO:0045893, GO:0090618, GO:0008047, GO:0043565, GO:0061860, GO:0031391, GO:0019904, GO:0005663, GO:0006261, GO:0000122, GO:0003689
ECRY2_DN0_c0_g5711_i1.p1	GO:0000166, GO:0016020, GO:0016021, GO:0046765, GO:0046802
ECRY2_DN0_c0_g12542_i1.p1	GO:0005739, GO:0140431, GO:0006284, GO:0005634, GO:0060047, GO:0005730, GO:0005737, GO:0001947, GO:0003723, GO:0080111, GO:0005783, GO:0016491, GO:0046872, GO:0010628, GO:0090305, GO:0008081, GO:0016607, GO:0043066, GO:0052720, GO:0008311
ECRY2_DN0_c0_g4152_i1.p1	GO:0006436, GO:0006412, GO:0009791, GO:0005524, GO:0005737, GO:0005829, GO:0048608, GO:0004830
ECRY2_DN0_c0_g11976_i1.p1	GO:0005576, GO:0034644, GO:0009617, GO:0045735, GO:0034605, GO:0045087, GO:0004857, GO:0005615
ECRY2_DN0_c0_g10056_i1.p1	GO:0006508, GO:0005576, GO:0004222, GO:0008270
ECRY2_DN0_c0_g12335_i1.p1	GO:0005682, GO:0000245, GO:0051301, GO:0007049, GO:0005515, GO:0005829, GO:0046540, GO:0005737, GO:0031965, GO:0071005, GO:0005634, GO:0000398, GO:0005654
ECRY2_DN0_c0_g13969_i1.p1	GO:0005771, GO:0019904, GO:0031902, GO:0032509, GO:0045296, GO:0005737, GO:0005829, GO:0015031, GO:0045324, GO:0000815
ECRY2_DN0_c0_g6768_i1.p1	GO:0005576, GO:0019731, GO:0005515, GO:0045087, GO:0010951, GO:0004867, GO:0005615
ECRY2_DN0_c0_g15570_i1.p1	GO:0000003, GO:0010629, GO:0005515, GO:0010286, GO:0000132, GO:0005634, GO:0009792, GO:0051321, GO:0007165, GO:0045167, GO:0008340, GO:0034613, GO:0042994, GO:0035046, GO:0030590, GO:0001708, GO:0010070, GO:0007346, GO:0051457, GO:0006611, GO:0009949, GO:0005938
ECRY2_DN0_c0_g16332_i1.p1	GO:0000165, GO:0004674, GO:0048812, GO:0005524, GO:0060631, GO:0007631, GO:0106310, GO:0006468, GO:0005856, GO:0046872, GO:0005938, GO:0043051, GO:0004712, GO:0043407
ECRY2_DN0_c0_g7989_i1.p1	GO:0005794, GO:0048194, GO:0007030, GO:0000139, GO:0032580, GO:0050714, GO:0005829, GO:0070273, GO:0005802, GO:0031985, GO:0006890, GO:0043001
ECRY2_DN0_c0_g7490_i1.p1	GO:0005515, GO:0005684, GO:0005634, GO:0000381, GO:0000398
ECRY2_DN0_c0_g11656_i1.p1	GO:0008494, GO:0003730, GO:0032991, GO:0030154, GO:0005515, GO:0005737, GO:0045948, GO:0007338, GO:0005634, GO:0070935, GO:0007283
ECRY2_DN0_c0_g4848_i1.p1	GO:1901800, GO:0008540, GO:0016887, GO:0036402, GO:0043161, GO:0005524, GO:0005737, GO:0005634, GO:0000502
ECRY2_DN0_c0_g5155_i1.p1	GO:0045892, GO:0045944, GO:0005515, GO:0000978, GO:0140655, GO:0001228, GO:0008270, GO:0005634
ECRY2_DN0_c0_g49_i1.p1	GO:0016020, GO:0002039, GO:0016021, GO:0000978, GO:0055036, GO:0016032, GO:0003712
ECRY2_DN0_c0_g10531_i1.p1	GO:0005576, GO:0042730, GO:0048771, GO:0007596, GO:0004252, GO:0006508
ECRY2_DN0_c0_g3786_i1.p1	GO:0051321, GO:0051308, GO:0007141, GO:0030849, GO:0046872, GO:0005634
ECRY2_DN0_c0_g8389_i1.p1	GO:0016020, GO:0016021, GO:0006977, GO:0005154, GO:0008285, GO:0006915, GO:0008083
ECRY2_DN0_c0_g11961_i1.p1	GO:0005537, GO:0032588, GO:0005794, GO:0000030, GO:0016021, GO:0051999, GO:0033106, GO:0097502
ECRY2_DN0_c0_g9126_i1.p1	GO:0008441, GO:0050427, GO:0046854, GO:0005829, GO:0007399, GO:0046872, GO:0046855
ECRY2_DN0_c0_g4458_i1.p1	GO:0005576, GO:0007339, GO:0005886, GO:0045121, GO:0005515, GO:0007338, GO:0031225, GO:0001669, GO:0005615
ECRY2_DN0_c0_g5812_i1.p1	GO:0005515, GO:0006272, GO:0005634, GO:0008296, GO:0003682, GO:0003688, GO:0019103, GO:0017076, GO:0003697, GO:0005658, GO:1902975, GO:0006273, GO:0046872, GO:0071897, GO:0090305, GO:0006261, GO:0045004, GO:0051539, GO:0003887
ECRY2_DN0_c0_g504_i1.p1	GO:0046872, GO:0000981, GO:0000977, GO:0005634, GO:0001702, GO:0006357
ECRY2_DN0_c0_g10060_i1.p1	GO:0005886, GO:0007030, GO:0000287, GO:0016887, GO:0005524, GO:0045332, GO:0016021, GO:0140345, GO:0002080, GO:0005802, GO:0001669, GO:0090555
ECRY2_DN0_c0_g8025_i1.p1	GO:0097624, GO:0005794, GO:0000139, GO:0030173, GO:0008643, GO:0005459
ECRY2_DN0_c0_g324_i1.p1	GO:0016191, GO:0098793, GO:0098978, GO:0005737, GO:0008289, GO:0005768, GO:0031901, GO:0006897
ECRY2_DN0_c0_g16192_i1.p1	GO:0060271, GO:0005929, GO:0045202, GO:0036159, GO:0070840, GO:0007268, GO:0036158, GO:0005930
ECRY2_DN0_c0_g4708_i1.p1	GO:0019083, GO:0030430, GO:0042162
ECRY2_DN0_c0_g14958_i1.p1	GO:0030552, GO:0005516, GO:0007608, GO:0050896, GO:0016020, GO:0016021, GO:0034220, GO:0005216
ECRY2_DN0_c0_g4787_i1.p1	GO:0005794, GO:0005789, GO:0005783, GO:0003854, GO:0006694
ECRY2_DN0_c0_g11393_i1.p1	GO:0006997, GO:0005515, GO:0005634
ECRY2_DN0_c0_g12852_i1.p1	GO:0005576, GO:0008270, GO:0004089, GO:0006730
ECRY2_DN0_c0_g1876_i1.p1	GO:0016020, GO:0004714, GO:0007169, GO:0005524, GO:0016021, GO:0033674, GO:0045138, GO:0018108, GO:0004712
ECRY2_DN0_c0_g16159_i1.p1	GO:0005515, GO:0006470, GO:0005654
ECRY2_DN0_c0_g12287_i1.p1	GO:0006914, GO:0005515, GO:0005764, GO:0005765, GO:0032008
ECRY2_DN0_c0_g8423_i1.p1	GO:0060820, GO:0018992, GO:0005721, GO:0006355, GO:0031490, GO:0000228, GO:0005515, GO:0005700, GO:0046872, GO:0005634, GO:0046975, GO:0010452
ECRY2_DN0_c0_g11553_i1.p1	GO:0098632, GO:0005576, GO:0007389, GO:0016020
ECRY2_DN0_c0_g14916_i1.p1	GO:0051438, GO:0016567, GO:0006511, GO:0019903, GO:0000151
ECRY2_DN0_c0_g8933_i1.p1	GO:0005886, GO:0034235, GO:0030431, GO:1903818, GO:0048511, GO:0045187, GO:0031225, GO:0032222
ECRY2_DN0_c0_g8301_i1.p1	GO:0005887, GO:0005886, GO:0048680, GO:0038083, GO:0004714, GO:0007169, GO:0031103, GO:0005524, GO:0043410, GO:0031435, GO:0048731, GO:0043235, GO:0033674, GO:0004712
ECRY2_DN0_c0_g11341_i1.p1	GO:0005789, GO:0019236, GO:0016021, GO:0005783, GO:0004671, GO:0006481, GO:0071432
ECRY2_DN0_c0_g1736_i1.p1	GO:0005576, GO:0030154, GO:0017147, GO:0090090, GO:0006915, GO:0060070, GO:0005615
ECRY2_DN0_c0_g418_i1.p1	GO:0003677, GO:0006357, GO:0000981, GO:0005634
ECRY2_DN0_c0_g14776_i1.p1	GO:0030154, GO:0005515, GO:0008039, GO:0007399, GO:0043025, GO:0043083
ECRY2_DN0_c0_g10473_i1.p1	GO:0048749, GO:0005515, GO:0048036, GO:0005634, GO:0016319, GO:0001745, GO:0043567, GO:0007628, GO:0007455, GO:0008347, GO:0030307, GO:0040018, GO:0000978, GO:0008284, GO:0030182, GO:0043704, GO:0045944, GO:0048854, GO:0007420, GO:0000981, GO:0042593
ECRY2_DN0_c0_g5328_i1.p1	GO:0043209, GO:0005739, GO:0019674, GO:0051287, GO:0006107, GO:0006108, GO:0005737, GO:0005829, GO:0006734, GO:0006099, GO:0030060, GO:0006094, GO:0005813
ECRY2_DN0_c0_g13261_i1.p1	GO:0016207, GO:0001676, GO:0005524, GO:0009555, GO:0004467, GO:0005783, GO:0031956, GO:0005737, GO:0005515, GO:0080110, GO:0046949
ECRY2_DN0_c0_g3829_i1.p1	GO:0010628, GO:0045944, GO:0140367, GO:0050829, GO:0005515, GO:0000978, GO:0000981, GO:0005634
ECRY2_DN0_c0_g5192_i1.p1	GO:0019094, GO:0003729, GO:0051301, GO:0007317, GO:0070840, GO:0045450, GO:0005634, GO:0007015, GO:0008595, GO:0007049
ECRY2_DN0_c0_g12674_i1.p1	GO:0040011, GO:0005886, GO:0043050, GO:0048149, GO:0016021, GO:0005515, GO:0045214, GO:0045202, GO:0071805, GO:0031430, GO:0055120, GO:0045211, GO:0005249, GO:0034765, GO:0009410, GO:0060072, GO:0046928
ECRY2_DN0_c0_g1074_i1.p1	GO:0032867, GO:0042843, GO:0019568, GO:0032866, GO:0005737, GO:0005829, GO:0005634
ECRY2_DN0_c0_g9390_i1.p1	GO:0008284, GO:0005634, GO:0000398, GO:0017124, GO:0007049
ECRY2_DN0_c0_g11327_i1.p1	GO:0051321, GO:0035066, GO:0071470, GO:0006310, GO:0000124, GO:0000785, GO:0016573, GO:0003682, GO:0045893, GO:0006338, GO:0008270, GO:0005634, GO:0010520, GO:0006357, GO:0003713
ECRY2_DN0_c0_g3108_i1.p1	GO:0005739, GO:0005758, GO:0005886, GO:0005814, GO:0097730, GO:0008017, GO:0000922, GO:0005737, GO:0045202, GO:0005829, GO:1905515, GO:0007005, GO:0031514, GO:0007268, GO:0005813, GO:0097539, GO:0005856
ECRY2_DN0_c0_g7349_i1.p1	GO:0010825, GO:0005815, GO:0046601, GO:0005814, GO:0005737, GO:0019894, GO:0019900, GO:0048133, GO:0005856
ECRY2_DN0_c0_g15800_i1.p1	GO:0030424, GO:0010628, GO:0005886, GO:0060536, GO:0031103, GO:0016021, GO:0030154, GO:0007399, GO:0044295, GO:0098632, GO:0007420, GO:0098609, GO:0007411, GO:0045773
ECRY2_DN0_c0_g2569_i1.p1	GO:0030307, GO:0045892, GO:0045944, GO:0043923, GO:0043621, GO:0000978, GO:0001228, GO:0046872, GO:0005634, GO:0005654, GO:0043922, GO:0046718
ECRY2_DN0_c0_g811_i1.p1	GO:0006281, GO:0005515, GO:0000076, GO:0071479, GO:0005634, GO:0030896, GO:0031573
ECRY2_DN0_c0_g2772_i1.p1	GO:0008540, GO:0009744, GO:0009408, GO:0005829, GO:0048455, GO:0005634, GO:0010150, GO:0048528, GO:0006974, GO:0009737, GO:0001653, GO:0009733, GO:0048767, GO:0080129, GO:0051788, GO:0000502, GO:0010029, GO:0005886, GO:0009555, GO:0031593, GO:0009651, GO:0043161, GO:0009735, GO:0048366
ECRY2_DN0_c0_g7059_i1.p1	GO:0005739, GO:0042803, GO:0034657, GO:0043161, GO:0005737
ECRY2_DN0_c0_g12337_i1.p1	GO:0030017, GO:0034599, GO:0005737, GO:0016491, GO:0050660, GO:0005634
ECRY2_DN0_c0_g14481_i1.p1	GO:0042826, GO:0000122, GO:0016575, GO:0005634, GO:0070822, GO:0005654
ECRY2_DN0_c0_g10377_i1.p1	GO:0005840, GO:0003735, GO:0002181, GO:0003723
ECRY2_DN0_c0_g4015_i1.p1	GO:0010672, GO:0045893, GO:0046872, GO:0005634, GO:0003677, GO:0003713
ECRY2_DN0_c0_g8273_i1.p1	GO:0022857, GO:0006865, GO:0016021, GO:0051453, GO:0005774, GO:0005773
ECRY2_DN0_c0_g11728_i1.p1	GO:0005887, GO:0040012, GO:0050795, GO:0005886, GO:0006939, GO:0042310, GO:0045202, GO:0004993, GO:0098664, GO:0007193, GO:0007268
ECRY2_DN0_c0_g9549_i1.p1	GO:0045503, GO:0040011, GO:0030473, GO:0005635, GO:0009791, GO:0005640, GO:0040025, GO:0090435, GO:0016021, GO:0007399, GO:0018991, GO:0005634, GO:0030334
ECRY2_DN0_c0_g9799_i1.p1	GO:0005576, GO:0005604, GO:0030198, GO:0048680, GO:0005587, GO:0050714, GO:0007517, GO:0002119, GO:0038063, GO:0005201, GO:0009792, GO:0005615
ECRY2_DN0_c0_g8642_i1.p1	GO:0070411, GO:0030154, GO:0060465, GO:0005634, GO:0110039, GO:0005737, GO:0071144, GO:0060395, GO:0045138, GO:0042661, GO:0007179, GO:0030307, GO:0040018, GO:0009791, GO:0000978, GO:0046872, GO:0030509, GO:0090597, GO:0000981, GO:0006357
ECRY2_DN0_c0_g10923_i1.p1	GO:0004402, GO:0001708, GO:0045892, GO:0045944, GO:0006281, GO:0016573, GO:0006325, GO:0009996, GO:0071168, GO:0046872, GO:0042393, GO:0005634, GO:0003712
ECRY2_DN0_c0_g2608_i1.p1	GO:0061564, GO:0045944, GO:0048665, GO:0005634, GO:0000977, GO:0000981, GO:0030182, GO:0007411
ECRY2_DN0_c0_g11219_i1.p1	GO:0005515, GO:0005829, GO:0005923, GO:0005525, GO:0031954, GO:0070062, GO:0055037, GO:0070821, GO:0032486, GO:0005737, GO:0045893, GO:0055038, GO:0005886, GO:0061097, GO:0090557, GO:0003713, GO:0030336, GO:0044291, GO:0019003, GO:0030033, GO:0003925
ECRY2_DN0_c0_g14529_i1.p1	GO:0055037, GO:0006508, GO:0004197, GO:0046872
ECRY2_DN0_c0_g6995_i1.p1	GO:0005604, GO:0030198, GO:0010811, GO:0005515, GO:0005614, GO:0009887, GO:0045202, GO:0048786, GO:0005509, GO:0019800, GO:0009888, GO:0042995, GO:0043083, GO:0005539
ECRY2_DN0_c0_g12938_i1.p1	GO:0005737, GO:0006937, GO:0005509, GO:0003009
ECRY2_DN0_c0_g4961_i1.p1	GO:0110011, GO:0080025, GO:0070300, GO:0043325, GO:0005515, GO:0005829, GO:0005737, GO:0010314, GO:0070273, GO:0001786, GO:0031210, GO:0005545, GO:0005546, GO:0032266
ECRY2_DN0_c0_g12424_i1.p1	GO:0070544, GO:0045892, GO:0005737, GO:0006325, GO:0016706, GO:0034720
ECRY2_DN0_c0_g8797_i1.p1	GO:0060820, GO:0018992, GO:0005721, GO:0006355, GO:0031490, GO:0000228, GO:0005515, GO:0005700, GO:0046872, GO:0005634, GO:0046975, GO:0010452
ECRY2_DN0_c0_g3927_i1.p1	GO:0017070, GO:0000932, GO:0033962, GO:0005681, GO:0005688, GO:0046540, GO:0000387, GO:0005634, GO:0000956, GO:0005730, GO:0000398
ECRY2_DN0_c0_g2817_i1.p1	GO:0004674, GO:0005524, GO:0030018, GO:0106310, GO:0007517, GO:0006468, GO:0005634, GO:0004712
ECRY2_DN0_c0_g4068_i1.p1	GO:0005509, GO:0003341, GO:0005929
ECRY2_DN0_c0_g7664_i1.p1	GO:0006695, GO:0008142, GO:0032933, GO:0032869, GO:0005789, GO:0016021, GO:0005783, GO:0036316, GO:0032937
ECRY2_DN0_c0_g9899_i1.p1	GO:0004674, GO:0005524, GO:0018105, GO:0005737, GO:0060069, GO:0005634, GO:0106310, GO:0090090, GO:0032436, GO:0005813, GO:0004712
ECRY2_DN0_c0_g12714_i1.p1	GO:1903078, GO:0005576, GO:1904778, GO:0007338, GO:0030703, GO:0009374, GO:0005509, GO:0005615
