CCFQ1_DN4592_c0_g1_i2.p1	GO:0006749, GO:0005576, GO:0004364
CCFQ1_DN43302_c0_g1_i1.p1	GO:0035255, GO:0005856, GO:0033130, GO:0043525, GO:0099634, GO:0046872, GO:1900075, GO:0005813, GO:0005829, GO:0007271, GO:0043495, GO:0005886, GO:0045211, GO:1901626, GO:0005794, GO:0031594, GO:0005737, GO:1903540
CCFQ1_DN5776_c0_g2_i1.p1	GO:0039529, GO:0140374, GO:0005886, GO:0030334, GO:0032757, GO:0071360, GO:0032755, GO:0010467, GO:0032587, GO:0002230, GO:0002735, GO:0003677, GO:0009597, GO:1990904, GO:0060760, GO:0042995, GO:0032727, GO:0051091, GO:0045944, GO:0032728, GO:0005829, GO:0015629, GO:0032760, GO:0005737, GO:0005923, GO:0032725
CCFQ1_DN1212_c0_g1_i3.p1	GO:0043001, GO:0045055, GO:0006904, GO:0031489, GO:0005886, GO:0055038, GO:0071786, GO:0007409, GO:0005783, GO:0005794, GO:0006886, GO:0005525, GO:0019882, GO:0098641, GO:0005802, GO:0009306, GO:0098609, GO:0005925, GO:1903361, GO:0032869, GO:0019003, GO:0048471, GO:0003925, GO:0000139, GO:0030859, GO:0005912, GO:0016197, GO:0030667, GO:0098993, GO:0032593, GO:0055037, GO:0005856, GO:0005789, GO:0097051, GO:0005929, GO:0017157, GO:0005829, GO:0000145, GO:0045200, GO:0070062, GO:0051021, GO:0005737, GO:0071782, GO:0030670, GO:0008021
CCFQ1_DN37170_c0_g1_i1.p2	GO:0071472, GO:0044613, GO:0031965, GO:0005643, GO:0006607, GO:0005634, GO:0003714, GO:0031990, GO:0016973, GO:0017056, GO:0005515, GO:0000973, GO:0044614, GO:0005635, GO:0045892
CCFQ1_DN37073_c0_g1_i1.p1	GO:0005789, GO:0008289, GO:0005934, GO:0005634, GO:0007533, GO:1990825, GO:0051028, GO:0005737, GO:0008298
CCFQ1_DN13390_c0_g1_i1.p1	GO:0090630, GO:0005096, GO:0005829, GO:0005921, GO:0005737
CCFQ1_DN9606_c0_g1_i1.p1	GO:0015020, GO:0016021, GO:0016020, GO:0071412, GO:0043231
CCFQ1_DN2931_c0_g1_i1.p1	GO:0006508, GO:0032009, GO:0005764, GO:0005576, GO:0004190, GO:0012501, GO:0005769, GO:0005515
CCFQ1_DN28421_c0_g1_i1.p1	GO:0005777, GO:0008289, GO:0005829, GO:0016558, GO:0005778, GO:0008022, GO:0060152, GO:0016887, GO:0044877, GO:0005524, GO:0005737
CCFQ1_DN38831_c0_g1_i1.p1	GO:0003896, GO:0005759, GO:0000428, GO:0006269, GO:0005739, GO:0031297, GO:0005694, GO:0005634, GO:0003682, GO:0062176, GO:0006264, GO:0008270, GO:0005657, GO:0030145, GO:0043504, GO:0003887, GO:0042276, GO:0009411
CCFQ1_DN6063_c0_g1_i2.p1	GO:0016607, GO:0071021, GO:0005634, GO:0006397, GO:0005682, GO:0046540, GO:0008380, GO:0071028, GO:0000350, GO:0005515
CCFQ1_DN5369_c1_g1_i2.p1	GO:0035019, GO:0048675, GO:0007298, GO:0005634, GO:0007435, GO:0090163, GO:0042067, GO:0001751, GO:0005886, GO:0060914, GO:0045773, GO:0005109, GO:0070300, GO:0035317, GO:1902669, GO:1990909, GO:0008585, GO:0048076, GO:0030159, GO:0048730, GO:0019904, GO:0001737, GO:0045179, GO:0060250, GO:0032231, GO:0060070, GO:0048477, GO:0035309, GO:0035556, GO:0016201, GO:0030707, GO:0007367, GO:0000132, GO:0008045, GO:0008587, GO:0005829, GO:0001745, GO:0031290, GO:0035159, GO:0007391
CCFQ1_DN28346_c0_g1_i1.p1	GO:0005739, GO:0016655, GO:0048038, GO:0051321
CCFQ1_DN35044_c0_g1_i2.p1	GO:0000166, GO:0051607, GO:0005886, GO:0016021
CCFQ1_DN3816_c0_g1_i1.p1	GO:0043686, GO:0005789, GO:0016021, GO:0004579, GO:0046872, GO:0018279, GO:0035000, GO:0043687, GO:0005783
CCFQ1_DN5085_c0_g1_i1.p1	GO:0005634, GO:0006397, GO:0005515, GO:0003723
CCFQ1_DN8510_c0_g1_i1.p1	GO:0005783, GO:0016491, GO:0005829, GO:0009617
CCFQ1_DN1392_c3_g1_i1.p1	GO:0005634, GO:0005829, GO:0051321, GO:0005737, GO:0005515
CCFQ1_DN37891_c0_g1_i1.p1	GO:0016021, GO:0005654, GO:0005730, GO:0080008, GO:0005634, GO:0016020, GO:0005829, GO:0016567, GO:0005515
CCFQ1_DN41613_c0_g1_i1.p1	GO:0016180, GO:0005634, GO:0006397, GO:0004518, GO:0010197, GO:0005515, GO:0090305
CCFQ1_DN9852_c0_g1_i1.p1	GO:0031201, GO:0050790, GO:0017157, GO:0005096, GO:0005886, GO:0050708, GO:0015031, GO:0045159, GO:0005737, GO:0019905, GO:0006887
CCFQ1_DN26489_c1_g1_i1.p1	GO:0102148, GO:0006032, GO:0005770, GO:0004563, GO:0005886, GO:0000272, GO:0005783, GO:0005794
CCFQ1_DN10854_c0_g2_i1.p1	GO:0005654, GO:0005634, GO:0045746, GO:0005886, GO:0005112, GO:1900020, GO:0002264, GO:1902806, GO:1901224, GO:0043066, GO:0010739, GO:0016607, GO:0034605, GO:0005730, GO:0043620, GO:1903706, GO:0005829, GO:0006915, GO:0005737
CCFQ1_DN474_c1_g1_i1.p2	GO:0000395, GO:0005685, GO:0000243, GO:0000398, GO:0030619, GO:0005634, GO:0030627, GO:0008270, GO:0071004, GO:0003729, GO:0000387
CCFQ1_DN6536_c1_g1_i8.p1	GO:0016021, GO:0097228, GO:0031514, GO:0007283, GO:0005886, GO:0030154, GO:0048240, GO:0030317, GO:0005515, GO:0036128
CCFQ1_DN16241_c0_g1_i1.p1	GO:0016021, GO:0045296, GO:0016342, GO:0005509, GO:0005886, GO:0005737, GO:0007156
CCFQ1_DN1575_c0_g1_i6.p1	GO:0046872, GO:0000978, GO:0005576, GO:0042783, GO:0000981, GO:0005515
CCFQ1_DN31929_c0_g1_i1.p1	GO:0034504, GO:0005634, GO:0006457, GO:0051087, GO:0006886
CCFQ1_DN1499_c0_g1_i1.p1	GO:0034728, GO:0070577, GO:0046872, GO:0000978, GO:0005634, GO:0035064, GO:0048515, GO:0035073, GO:0045893, GO:0035076, GO:0030097, GO:0006357, GO:0016922, GO:0016589, GO:0045892, GO:0045824, GO:0046426
CCFQ1_DN18508_c0_g1_i1.p1	GO:0071805, GO:0016021, GO:0008076, GO:0016020, GO:0034765, GO:0005249, GO:0030425
CCFQ1_DN3606_c0_g1_i1.p1	GO:0061133, GO:0005634, GO:0030042, GO:0051434, GO:0031647, GO:0000287, GO:0005739, GO:0042802, GO:0043531, GO:0008361, GO:1904747, GO:0048598, GO:0008303, GO:0050829, GO:0040034, GO:0016020, GO:0089720, GO:0048471, GO:0010954, GO:0009792, GO:0051432, GO:1900118, GO:0005524, GO:1905808, GO:0097202, GO:1902742, GO:0006919, GO:0005829, GO:0008656, GO:0046716, GO:0030155, GO:0005737
CCFQ1_DN19095_c0_g1_i1.p1	GO:0052666, GO:0046872, GO:0005634, GO:0002128, GO:0106050, GO:0005737
CCFQ1_DN36641_c0_g1_i1.p1	GO:0000379, GO:0003676, GO:0090502, GO:0005739, GO:0005634, GO:0012505, GO:0000214, GO:0005741, GO:0000213, GO:0006388
CCFQ1_DN9532_c0_g2_i2.p1	GO:0035094, GO:0030170, GO:0005829, GO:0008483, GO:0005737, GO:0050459
CCFQ1_DN9121_c0_g1_i1.p1	GO:0016573, GO:0004402, GO:0019827, GO:0006366, GO:0061630, GO:0060261, GO:0016567, GO:0044877, GO:0032039, GO:0046966, GO:0003713
CCFQ1_DN11228_c0_g1_i1.p1	GO:0005789, GO:0016705, GO:0020037, GO:0040040, GO:0005506, GO:0005783, GO:0004497
CCFQ1_DN20485_c0_g1_i1.p1	GO:0005634, GO:0003678, GO:0006974, GO:0090304, GO:0007049, GO:0016887, GO:0003677, GO:0005524, GO:0032508
CCFQ1_DN2295_c0_g1_i1.p1	GO:0004386, GO:0090536, GO:0005654, GO:0005677, GO:0005634, GO:0008623, GO:0006281, GO:0016590, GO:1990830, GO:1990164, GO:0042393, GO:0016479, GO:0000183, GO:0045943, GO:0045945, GO:0045740, GO:0003677, GO:0016887, GO:0031491, GO:0001650, GO:0043596, GO:0000793, GO:0005524, GO:0044030, GO:0045944, GO:0110016, GO:0005721, GO:0031065, GO:0005730, GO:0140751, GO:0035066, GO:0031062, GO:0006334, GO:0035861, GO:0031213, GO:2001020, GO:1905213, GO:0090535, GO:0016589, GO:0006352
CCFQ1_DN15558_c0_g1_i1.p1	GO:0102148, GO:0006032, GO:0005770, GO:0004563, GO:0005886, GO:0000272, GO:0005783, GO:0005794
CCFQ1_DN4607_c1_g1_i1.p1	GO:0001958, GO:0046872, GO:0005599, GO:0005615, GO:0005576, GO:0005938, GO:0030020, GO:0030198, GO:0051216, GO:0043235, GO:0062023
CCFQ1_DN16013_c0_g1_i1.p1	GO:0019033, GO:0044177, GO:0016032, GO:0030430, GO:0005515
CCFQ1_DN16652_c0_g1_i1.p1	GO:0003431, GO:0004888, GO:0005615, GO:0005576, GO:0005515, GO:0098868, GO:0097009, GO:0031012
CCFQ1_DN13555_c0_g1_i1.p1	GO:0008270, GO:0005576, GO:0006508, GO:0004222
CCFQ1_DN5439_c0_g1_i3.p1	GO:0004102, GO:0007626, GO:0008292, GO:0007274, GO:0045202, GO:0043005, GO:0005737
CCFQ1_DN14245_c0_g1_i1.p1	GO:0005802, GO:1990071, GO:0043087, GO:0036063, GO:0007112, GO:0000916, GO:0048137, GO:0005515, GO:0005794, GO:0006891, GO:0000212, GO:0005737, GO:0007110, GO:0007111
CCFQ1_DN41344_c0_g1_i1.p1	GO:0005759, GO:0005739, GO:0004585, GO:0016597, GO:0000050, GO:0005743, GO:0019240, GO:0042450
CCFQ1_DN18106_c0_g1_i1.p1	GO:0003968, GO:0005634, GO:0005829, GO:0051321, GO:0005737
CCFQ1_DN31790_c0_g2_i1.p1	GO:0030430, GO:0019083, GO:0051010
CCFQ1_DN3137_c0_g1_i1.p1	GO:0050840, GO:0008283, GO:0005615, GO:0005576, GO:0005518, GO:0005178, GO:0007155
CCFQ1_DN16855_c0_g1_i1.p1	GO:0019896, GO:0008017, GO:0005881, GO:0016021, GO:0017075, GO:0060025, GO:1990048, GO:0000139, GO:0097433, GO:1904115, GO:0019894, GO:0060074, GO:0005794, GO:0035774, GO:0031982
CCFQ1_DN36393_c0_g1_i1.p1	GO:0046872, GO:0005634, GO:0005694, GO:0031436, GO:0006914, GO:0005737
CCFQ1_DN40987_c0_g1_i1.p1	GO:0016021, GO:0006814, GO:0016020, GO:0055085, GO:0015293
CCFQ1_DN31821_c0_g1_i1.p1	GO:0001955, GO:0007043, GO:0016021, GO:0045296, GO:1903659, GO:0001944, GO:0016342, GO:2000114, GO:0034332, GO:0016339, GO:0005509, GO:0005886, GO:0005912, GO:0005923, GO:0007156, GO:0000902
CCFQ1_DN10426_c0_g1_i9.p1	GO:0005634, GO:0005829, GO:0004857, GO:0051321, GO:0030435, GO:0005737
CCFQ1_DN6037_c0_g1_i1.p1	GO:0005125, GO:0071555, GO:0016020, GO:0016021
CCFQ1_DN5105_c0_g1_i2.p1	GO:0071805, GO:0016021, GO:0008076, GO:0016020, GO:0034765, GO:0005249, GO:0030425
CCFQ1_DN15199_c0_g1_i1.p1	GO:0046854, GO:0004430, GO:0048015, GO:0005886, GO:0005737
CCFQ1_DN11239_c1_g1_i1.p1	GO:0048489, GO:0005545, GO:0150007, GO:0030136, GO:0042331, GO:0005546, GO:0000149, GO:0032050, GO:0048268, GO:0098894, GO:2000370, GO:0005794, GO:0005905, GO:0007270, GO:0016185, GO:0008021
CCFQ1_DN33432_c0_g1_i1.p1	GO:0002024, GO:0006606, GO:0007179, GO:0005634, GO:0044354, GO:0001726, GO:0036186, GO:0005886, GO:1905451, GO:1900016, GO:0046325, GO:0032587, GO:0008283, GO:0035091, GO:0050768, GO:2000045, GO:0034143, GO:0023052, GO:0032009, GO:0033211, GO:0001786, GO:0031267, GO:0031901, GO:0035729, GO:1900077, GO:2000178, GO:0120162, GO:1905303, GO:0010762, GO:0042593, GO:0046322, GO:0060100, GO:0007049, GO:0042803, GO:0005737, GO:0044877, GO:0045088, GO:0009631, GO:0051289
CCFQ1_DN44697_c0_g1_i1.p1	GO:0006406, GO:0043248, GO:0005576, GO:0000724, GO:0005515
CCFQ1_DN2799_c0_g1_i2.p1	GO:0046872, GO:0005739, GO:0005829, GO:0016311, GO:0006114, GO:0043136, GO:0050308, GO:0005737, GO:0000121
CCFQ1_DN27600_c0_g1_i1.p1	GO:0043073, GO:0009506, GO:0007129, GO:0010777, GO:0045143, GO:0000794, GO:0005524, GO:0007131, GO:0051321, GO:0030983, GO:0140664
CCFQ1_DN24355_c0_g1_i1.p2	GO:0005634, GO:0009611, GO:0044877, GO:0031625, GO:0031347, GO:2000022
CCFQ1_DN13381_c0_g1_i3.p1	GO:0008270, GO:0009056, GO:0070062, GO:0016788
CCFQ1_DN2775_c0_g1_i1.p1	GO:0034514, GO:0045041, GO:0008637, GO:0005739, GO:0034605, GO:0005743, GO:0140662, GO:0016887, GO:0042026, GO:0051087, GO:0005524, GO:0005759
CCFQ1_DN3412_c0_g1_i3.p1	GO:0032259, GO:0030435, GO:0008168, GO:0005634
CCFQ1_DN10729_c0_g2_i1.p1	GO:0004806, GO:0005615, GO:0005576, GO:0016042
CCFQ1_DN31347_c0_g1_i2.p1	GO:0018105, GO:0010906, GO:0004740, GO:0005730, GO:0005739, GO:0010510, GO:0071398, GO:0006006, GO:0035357, GO:0097411, GO:0005524, GO:0071333, GO:2000377, GO:0005759, GO:0004674
CCFQ1_DN11573_c0_g1_i1.p1	GO:1901000, GO:0009788, GO:0045717, GO:0080008, GO:0009738, GO:0016567, GO:0005737, GO:0005515
CCFQ1_DN7484_c0_g1_i1.p1	GO:0005634, GO:0003917, GO:0006265, GO:0000793, GO:0003677, GO:0007059, GO:0140225
CCFQ1_DN5318_c0_g2_i1.p1	GO:0005524, GO:0005886, GO:0033232, GO:0048473
CCFQ1_DN1332_c0_g1_i3.p1	GO:0045944, GO:1990269, GO:0016593, GO:1905437, GO:0000791, GO:0005694, GO:0005634, GO:0005654, GO:0003677, GO:0007219
CCFQ1_DN4496_c0_g1_i3.p1	GO:0000287, GO:0005829, GO:0004335, GO:0046835, GO:0005524, GO:0005737, GO:0006012
CCFQ1_DN1865_c0_g1_i17.p1	GO:0005159, GO:0004713, GO:0018108, GO:1903361, GO:0018991, GO:0005516, GO:0040026, GO:0046928, GO:0005886, GO:0005911, GO:0009791, GO:0005524, GO:0097112
CCFQ1_DN34731_c0_g1_i1.p1	GO:0006268, GO:0000287, GO:0005694, GO:0006265, GO:0003677, GO:0003918, GO:0005524
CCFQ1_DN30347_c0_g1_i1.p1	GO:0030430, GO:0019083, GO:0051010
CCFQ1_DN37806_c0_g1_i1.p1	GO:0003723, GO:0016020, GO:0006388
CCFQ1_DN4878_c0_g1_i3.p1	GO:0006508, GO:0018996, GO:0004222, GO:0008270, GO:0005576
CCFQ1_DN41434_c0_g1_i1.p1	GO:0006338, GO:2000003, GO:0005634, GO:0031932, GO:0031931, GO:0005737, GO:0070209, GO:0050821, GO:0110078, GO:0005515, GO:0032006
CCFQ1_DN15885_c0_g1_i2.p1	GO:0007218, GO:0019933, GO:0007190, GO:0016021, GO:0042066, GO:0008049, GO:0009408, GO:0007616, GO:0008355, GO:0006836, GO:0007615, GO:0048266, GO:0016020, GO:0030154, GO:0040040, GO:0072375, GO:0048149, GO:0005184, GO:0007399
CCFQ1_DN12398_c0_g1_i2.p1	GO:0004842, GO:0016567, GO:0042025
CCFQ1_DN3509_c0_g1_i1.p1	GO:0003700, GO:0046872, GO:0009908, GO:0005634, GO:0000976, GO:0046982, GO:0006355, GO:0051568, GO:0009910, GO:0030154, GO:0042803
CCFQ1_DN10231_c0_g1_i2.p1	GO:0030496, GO:0004725, GO:0000235, GO:0005634, GO:0000281, GO:0051256, GO:1990023, GO:1902636, GO:1902807, GO:0005813, GO:0060284, GO:1903452, GO:0060271, GO:0000226, GO:0040028, GO:0007096, GO:0000922, GO:0072686, GO:0004722, GO:0051301, GO:0005856, GO:0005730, GO:0007049, GO:0032467, GO:0006470, GO:0005737, GO:0040038, GO:0008138
CCFQ1_DN6114_c0_g1_i2.p1	GO:0031093, GO:0006414, GO:0003746, GO:0005576, GO:0003924, GO:0005525
CCFQ1_DN19291_c0_g1_i1.p1	GO:0045944, GO:0005654, GO:0005694, GO:0005634, GO:0005829, GO:0000781, GO:0002949, GO:0000408, GO:0000722, GO:0005515, GO:1990145
CCFQ1_DN10535_c0_g1_i1.p1	GO:0031854, GO:0030536, GO:0007218, GO:0005576, GO:0018990
CCFQ1_DN21018_c0_g1_i1.p1	GO:0034116, GO:0010718, GO:0051897, GO:0008284, GO:0016021, GO:0008109, GO:0030335, GO:0007179, GO:0006486, GO:0006024, GO:0010812, GO:0000139, GO:0036438, GO:0005794, GO:0010608, GO:0007275, GO:0070374
CCFQ1_DN43545_c0_g1_i1.p1	GO:0050790, GO:0005730, GO:0005634, GO:0005096, GO:0048147
CCFQ1_DN24435_c0_g1_i1.p1	GO:0010008, GO:0044804, GO:2000786, GO:0005794, GO:0005802, GO:0034497, GO:0000407, GO:0006497, GO:0050681, GO:0000422, GO:0034045, GO:0030331, GO:0000421, GO:0000045, GO:0000139, GO:0019898, GO:0005768, GO:0005856, GO:0030136, GO:0005829, GO:0005102, GO:0080025, GO:0005737, GO:0009267, GO:0032266, GO:0048203
CCFQ1_DN5176_c0_g1_i1.p1	GO:0000287, GO:0005739, GO:0006099, GO:0051287, GO:0004449, GO:0005962
CCFQ1_DN4536_c0_g1_i1.p1	GO:0046802, GO:0016021, GO:0046765, GO:0005524, GO:0016529, GO:0033017
CCFQ1_DN4381_c0_g1_i1.p1	GO:0015631, GO:0046872, GO:0005929, GO:0034606, GO:0018095, GO:0005524, GO:0000226, GO:0070740
CCFQ1_DN3237_c0_g1_i1.p1	GO:0005515, GO:0005576, GO:0098670, GO:0046718
CCFQ1_DN3983_c0_g2_i1.p1	GO:0005694, GO:0005634, GO:0005829, GO:0000781, GO:0002949, GO:0000408, GO:0003677, GO:0000722
CCFQ1_DN23544_c0_g1_i1.p2	GO:0098632, GO:0031225, GO:0005886, GO:0043005, GO:0007155
CCFQ1_DN22379_c0_g1_i1.p1	GO:0016021, GO:0006888, GO:0016020, GO:0006621, GO:0005783, GO:0005515, GO:0007030, GO:0006886
CCFQ1_DN5748_c0_g1_i2.p1	GO:0046854, GO:0006879, GO:0072659, GO:0005886, GO:0030097, GO:0005737, GO:0019894
CCFQ1_DN10837_c0_g1_i1.p1	GO:0046872, GO:0042025, GO:0039695, GO:0046782, GO:0030430, GO:0005515
CCFQ1_DN7871_c0_g1_i1.p1	GO:0007097, GO:0000022, GO:0050790, GO:0005802, GO:0009506, GO:0008277, GO:0005509, GO:0007049, GO:0051301, GO:0005576, GO:0005886, GO:0005794, GO:0005768, GO:0040001
CCFQ1_DN18449_c0_g1_i1.p1	GO:0050790, GO:0030422, GO:0003725, GO:0031047, GO:0048471, GO:0008047, GO:0005737
CCFQ1_DN13445_c0_g1_i1.p1	GO:0006508, GO:0031410, GO:0008270, GO:0005615, GO:0005576, GO:0004181
CCFQ1_DN16964_c0_g1_i1.p1	GO:0005643, GO:0005634, GO:0008139, GO:0006913, GO:0017056, GO:0015031, GO:0051028, GO:0005635
CCFQ1_DN2380_c0_g1_i1.p1	GO:0050431, GO:0005615, GO:0005576, GO:0098868, GO:0007399, GO:0097009
CCFQ1_DN11976_c0_g1_i1.p1	GO:0003968, GO:0039564, GO:0001172, GO:0030683, GO:0039502, GO:0039563, GO:0030430, GO:0019083
CCFQ1_DN25566_c0_g1_i1.p2	GO:0007165, GO:0060252, GO:0035633, GO:0031225, GO:0048018, GO:0005615, GO:0005886, GO:0045742, GO:0007157, GO:1903977
CCFQ1_DN255_c0_g1_i4.p1	GO:0004930, GO:0016020, GO:0001540, GO:0044214, GO:0005515, GO:0045747
CCFQ1_DN10115_c0_g1_i1.p1	GO:0051428, GO:0007165, GO:0005634, GO:0005576, GO:0005737, GO:0005179, GO:0030282
CCFQ1_DN28265_c0_g1_i1.p1	GO:0000775, GO:0005634, GO:0005694, GO:0003723, GO:0000776, GO:0051301, GO:0051321
CCFQ1_DN958_c1_g1_i2.p1	GO:0035615, GO:0036465, GO:0030136, GO:0005730, GO:0030100, GO:0016020, GO:0005829, GO:0007268, GO:0098793, GO:0045202, GO:0043005, GO:0002244, GO:0005737, GO:0048488, GO:0008021
CCFQ1_DN21773_c0_g1_i1.p1	GO:0061512, GO:0097228, GO:0031514, GO:0044782, GO:0005829, GO:0042802, GO:0097598, GO:0001932, GO:0046982, GO:0048240, GO:0005737, GO:0030317
CCFQ1_DN1771_c0_g1_i1.p1	GO:0016021, GO:0048250, GO:0005739, GO:0060586, GO:0048515, GO:0005743, GO:0005381
CCFQ1_DN217_c0_g1_i2.p1	GO:0005634, GO:0007422, GO:0048568, GO:0000981, GO:0003713, GO:0140297, GO:0046982, GO:0032993, GO:0000978, GO:0007420, GO:0007438, GO:0042659, GO:0090575, GO:0045944, GO:0007432, GO:0009887, GO:0001654, GO:0048666, GO:0005737, GO:0007525
CCFQ1_DN6290_c0_g1_i2.p1	GO:0032483, GO:0005085, GO:0050790, GO:0005634, GO:0005829, GO:0006355, GO:0031410, GO:0003677, GO:0005737, GO:0005515
CCFQ1_DN37177_c0_g1_i1.p1	GO:0043547, GO:0005096, GO:0032991, GO:0050688
CCFQ1_DN26552_c0_g1_i1.p1	GO:0043679, GO:0007298, GO:0042331, GO:0072659, GO:0006893, GO:0000145, GO:0090522, GO:0032456, GO:0031267, GO:0007411, GO:0022416, GO:0006886, GO:0055037, GO:0006887
CCFQ1_DN41798_c0_g1_i1.p1	GO:0016021, GO:0055085, GO:0035194, GO:0005886, GO:0005524
CCFQ1_DN39104_c0_g1_i1.p1	GO:0004861, GO:0045736, GO:0005737, GO:0006623
CCFQ1_DN11401_c0_g1_i1.p1	GO:0005634, GO:0070847, GO:0016592, GO:0003712, GO:0006357
CCFQ1_DN38813_c0_g1_i1.p1	GO:0005829, GO:0005634, GO:0000122, GO:0003680
CCFQ1_DN9612_c0_g1_i1.p1	GO:0002009, GO:0007424, GO:0030046, GO:0007435, GO:0045874, GO:0007301, GO:0036058, GO:0034332, GO:0030717, GO:0030708, GO:0045743, GO:0120176, GO:0048513, GO:0007293, GO:0005886, GO:0045087, GO:0018108, GO:0090136, GO:0008335, GO:0045886, GO:0048167, GO:0008302, GO:0007616, GO:0007411, GO:0007169, GO:0007300, GO:0004712, GO:0031234, GO:0030154, GO:0007349, GO:0045172, GO:0005524, GO:0008064, GO:0030723, GO:0005829, GO:0005102, GO:0016319, GO:0004715, GO:0045742, GO:0048477
CCFQ1_DN18583_c0_g1_i1.p1	GO:0006338, GO:0005634, GO:0000812, GO:0006355, GO:0005125, GO:0005126, GO:0000785
CCFQ1_DN1963_c0_g1_i2.p1	GO:0071020, GO:0000389, GO:0000974, GO:0071014, GO:0005654, GO:0000398, GO:0005634, GO:0003723, GO:0071006, GO:0071013, GO:0000350, GO:0005515
CCFQ1_DN17231_c1_g1_i1.p2	GO:0000786, GO:0003680, GO:0030261, GO:0005700, GO:0000792, GO:0005634, GO:0003696, GO:0006334, GO:0006355, GO:0045910, GO:0005737
CCFQ1_DN42457_c0_g1_i1.p1	GO:0005637, GO:0016021, GO:0008103, GO:0005654, GO:0005634, GO:0048477, GO:0043621, GO:1904801, GO:0030154, GO:0008407, GO:0034613, GO:0005635, GO:0007399, GO:0016325, GO:0007317, GO:0007314
CCFQ1_DN18916_c0_g1_i1.p1	GO:0005739, GO:0000266, GO:0009060, GO:0005515
CCFQ1_DN3544_c0_g1_i1.p1	GO:0008289, GO:0140344, GO:0015918, GO:0120019, GO:0034197, GO:1902388, GO:0120020, GO:1904121, GO:0034377, GO:0009306, GO:0046982, GO:0120009, GO:0005783, GO:0005794, GO:1902389
CCFQ1_DN27517_c0_g1_i1.p1	GO:0045944, GO:0005634, GO:0008140, GO:0032793, GO:0005737, GO:0051289
CCFQ1_DN220_c1_g1_i1.p1	GO:0016075, GO:0046872, GO:0090503, GO:0005634, GO:0006364, GO:0003723, GO:0000176, GO:0004519, GO:0000175, GO:0000177
CCFQ1_DN13152_c0_g1_i2.p1	GO:0016459, GO:0003779, GO:0030050, GO:0003774, GO:0005886, GO:0005524, GO:0007015
CCFQ1_DN5738_c0_g1_i7.p1	GO:0016021, GO:0045296, GO:0045494, GO:2000768, GO:0016020, GO:0072112, GO:0072139, GO:0010842, GO:0060042, GO:0015485, GO:0042805, GO:0060219
CCFQ1_DN9008_c0_g1_i2.p1	GO:0036159, GO:0070840, GO:0005929, GO:0060271, GO:0005930, GO:0036158
CCFQ1_DN16336_c0_g1_i1.p1	GO:0045944, GO:1903569, GO:0005509, GO:0042307, GO:0005886, GO:0005783
CCFQ1_DN1228_c1_g1_i1.p1	GO:0006937, GO:0006813, GO:0055120, GO:0043266, GO:0015459, GO:0005886, GO:0005887
CCFQ1_DN26874_c0_g1_i1.p1	GO:0005634, GO:0004407, GO:0003714, GO:0042826, GO:0016575, GO:0000122
CCFQ1_DN31266_c0_g1_i2.p1	GO:0000398, GO:0090502, GO:0005634, GO:0009793, GO:0008419
CCFQ1_DN36379_c0_g1_i1.p1	GO:0000055, GO:0005643, GO:0005634, GO:0000056, GO:0017056, GO:0015031, GO:0051028
CCFQ1_DN20771_c0_g1_i1.p1	GO:0031201, GO:0005789, GO:0016021, GO:0006888, GO:0000149, GO:0031902, GO:0005484, GO:0000139, GO:0012507, GO:0005783, GO:0005737, GO:0005794, GO:0006886, GO:0048280
CCFQ1_DN26533_c0_g1_i1.p1	GO:0070935, GO:0005634, GO:0003730, GO:0007283, GO:0032991, GO:0030154, GO:0005737, GO:0005515, GO:0008494, GO:0045948
CCFQ1_DN11762_c0_g1_i1.p1	GO:0043547, GO:0060898, GO:0035567, GO:0061101, GO:0032147, GO:0045893, GO:0001839, GO:0005886, GO:0048048, GO:0051496, GO:0007417, GO:0005109, GO:0090037, GO:0070121, GO:0005096, GO:0005576, GO:0098609, GO:0090090, GO:0031016, GO:0043066, GO:0030336, GO:0030308, GO:0060028, GO:0046982, GO:0062009, GO:0060031, GO:0060027, GO:0060070, GO:0030100, GO:0006468, GO:0010628, GO:0045892, GO:0000132, GO:0007507, GO:0030182, GO:0030295, GO:0001702, GO:0030335, GO:0043010, GO:0034394, GO:0001947, GO:0005615, GO:0005125, GO:0005737, GO:0008078
CCFQ1_DN410_c0_g1_i1.p1	GO:0000398, GO:0005654, GO:0010498, GO:0048711, GO:0005634, GO:0006303, GO:0000077, GO:0070534, GO:0042802, GO:0034450, GO:0008610, GO:0005811, GO:0016607, GO:0000245, GO:0000974, GO:0045666, GO:0005662, GO:0016020, GO:0071006, GO:0071007, GO:0034613, GO:0005819, GO:0048026, GO:0005856, GO:0035861, GO:0000244, GO:0005737
CCFQ1_DN37714_c0_g1_i1.p1	GO:0005654, GO:1904047, GO:0005739, GO:0042274, GO:0006412, GO:0008168, GO:0097177, GO:0032259, GO:0005759
CCFQ1_DN11854_c0_g1_i2.p1	GO:0000775, GO:0005634, GO:0005694, GO:0010506, GO:0006914, GO:0005515
CCFQ1_DN1434_c0_g1_i4.p1	GO:0045944, GO:0000978, GO:1990589, GO:0048511, GO:0005634, GO:0007283, GO:0006687, GO:0005737, GO:0005515, GO:0000122, GO:0001227
CCFQ1_DN7540_c0_g1_i1.p1	GO:0051607, GO:0003723, GO:0005737
