PAVE1_DN73601_c0_g1_i1.p1	GO:0005634, GO:0051059, GO:0051092
PAVE1_DN11624_c0_g1_i1.p1	GO:0031749, GO:1990204, GO:0098773, GO:0005886, GO:0042338, GO:0005887
PAVE1_DN21940_c0_g1_i1.p1	GO:0020002, GO:0008076, GO:0016021, GO:0030430, GO:0039707, GO:0042802, GO:0005216, GO:0039502, GO:0051259, GO:0030683, GO:0055036, GO:0005886, GO:0044177, GO:0005576, GO:0098662, GO:0044178, GO:0044385, GO:0039511
PAVE1_DN3940_c0_g1_i1.p1	GO:0001786, GO:0005515, GO:0005576, GO:0006869, GO:1901076
PAVE1_DN56972_c0_g1_i1.p1	GO:0016514, GO:0016586, GO:0005515, GO:0005634, GO:0000785, GO:0006303, GO:1905168, GO:0006368, GO:0006337, GO:0007059, GO:0006357
PAVE1_DN82000_c0_g1_i1.p1	GO:0042592, GO:0005576, GO:0005886, GO:0007411, GO:0098632, GO:0007155
PAVE1_DN2149_c2_g1_i3.p1	GO:1903078, GO:1904778, GO:0016020, GO:0005509, GO:0030703, GO:0020002
PAVE1_DN15160_c0_g2_i1.p1	GO:0005856, GO:0040001, GO:0072686, GO:0005818, GO:0050790, GO:0005092, GO:0001965, GO:0000022, GO:0005938, GO:0008277, GO:0007049, GO:0051301, GO:0007097
PAVE1_DN2715_c1_g1_i3.p1	GO:0046872, GO:0003725, GO:0045087, GO:0051607, GO:1902615, GO:0005829, GO:0005525, GO:0005524, GO:0140700
PAVE1_DN78195_c0_g1_i1.p1	GO:0019902, GO:0007283, GO:0030154, GO:0005737, GO:0036064, GO:0005929
PAVE1_DN9088_c0_g1_i5.p1	GO:0046872, GO:0016021, GO:0005515, GO:0001782, GO:0005794, GO:0002322, GO:0005886
PAVE1_DN10292_c0_g1_i1.p2	GO:0000077, GO:0005634, GO:0006281, GO:1905117, GO:0043086, GO:0005829, GO:1990846
PAVE1_DN18338_c0_g1_i1.p1	GO:0016021, GO:0005515, GO:0001782, GO:0005794, GO:0060090, GO:0002322, GO:0005886
PAVE1_DN18364_c0_g1_i2.p1	GO:0015035, GO:0005615, GO:0005515, GO:0007624, GO:0003954, GO:0005576, GO:0003756, GO:0005886, GO:0009897, GO:0003723
PAVE1_DN15240_c0_g2_i2.p1	GO:0048839, GO:0097711, GO:0005634, GO:0042995, GO:0048793, GO:0030902, GO:0021549, GO:0060322, GO:0005856, GO:0035869, GO:0005737, GO:0005813, GO:0034451, GO:0015031, GO:0051011, GO:1905515, GO:0042802, GO:0045494, GO:0007369, GO:0042462, GO:0043010, GO:0030916, GO:1905349, GO:0090316
PAVE1_DN56572_c0_g1_i1.p1	GO:0016021, GO:0030674, GO:0016020, GO:0140278
PAVE1_DN2239_c0_g1_i1.p1	GO:0008528, GO:0030431, GO:0005886, GO:0007186, GO:0050714, GO:0005887
PAVE1_DN56655_c0_g1_i1.p1	GO:0072520, GO:0001650, GO:0007283, GO:1990108, GO:0070266, GO:0005654, GO:0005634, GO:0030159, GO:0060544, GO:1990381, GO:0005737, GO:0050727, GO:0010803, GO:0044877, GO:0070536
PAVE1_DN32364_c0_g1_i1.p1	GO:0007610, GO:0042310, GO:0046849, GO:0071312, GO:0071466, GO:0007198, GO:0007268, GO:0050795, GO:0030425, GO:0005886, GO:0045202, GO:0014063, GO:0051378, GO:0030594, GO:0004993, GO:0007187, GO:0005887
PAVE1_DN71962_c0_g1_i1.p1	GO:0005515, GO:0005634, GO:0023052, GO:0005737, GO:0016829, GO:0099053, GO:0005829, GO:1990838, GO:0008663, GO:0006355
PAVE1_DN70500_c0_g1_i1.p1	GO:0010838, GO:0005615, GO:0043434, GO:0044278, GO:0045617, GO:0006953, GO:0090303, GO:0005576, GO:0038023, GO:0070492, GO:0042834, GO:0061844
PAVE1_DN14954_c0_g2_i1.p1	GO:0043539, GO:0005125, GO:0002637, GO:0005174, GO:0043066, GO:0009986, GO:0042100, GO:0071902, GO:0045190, GO:2000353, GO:0032733, GO:0005576, GO:0032735, GO:0005178, GO:0009897, GO:0051092, GO:0030168, GO:0030183, GO:0005886, GO:0042102, GO:0016021, GO:0005615, GO:0005164, GO:0032753, GO:0005794, GO:0006954, GO:0007229, GO:0023035, GO:0006955
PAVE1_DN4200_c0_g1_i3.p1	GO:0097475, GO:0005125, GO:0007399, GO:0005109, GO:0040025, GO:1905485, GO:1904936, GO:0005576, GO:0009948, GO:0033564, GO:0030182, GO:0060573, GO:0060070, GO:1904937, GO:0048699, GO:0009792, GO:0045165, GO:0005615, GO:0010084, GO:0097402
PAVE1_DN8970_c0_g1_i4.p1	GO:0046872, GO:0140492, GO:0000338, GO:0005634, GO:0008021, GO:0005737, GO:0048471, GO:0051091, GO:0005829, GO:0008180, GO:0070122, GO:0060118, GO:0045202, GO:0004222, GO:0019784, GO:0043066
PAVE1_DN4067_c0_g2_i4.p1	GO:0005515, GO:0030430, GO:0030683, GO:0039547, GO:0044177, GO:0019033, GO:0039644, GO:0039503
PAVE1_DN1967_c0_g1_i8.p1	GO:0005856, GO:0006914, GO:0002218, GO:0050135, GO:0005634, GO:0007165, GO:0005737, GO:0000166, GO:0002947, GO:0061809, GO:0032481
PAVE1_DN15435_c0_g1_i1.p1	GO:0045120, GO:0043539, GO:0005654, GO:0005938, GO:0043066, GO:0032148, GO:0071902, GO:0019901, GO:0033138, GO:0010629, GO:0008284, GO:0031334, GO:0042802, GO:0032991, GO:0071356, GO:0010918, GO:2000036, GO:0005829, GO:0019827, GO:0005783
PAVE1_DN134_c0_g1_i4.p1	GO:0032467, GO:0005874, GO:0005856, GO:0005515, GO:0005737, GO:0005813, GO:0034451, GO:0000922, GO:0005819
PAVE1_DN7083_c0_g1_i4.p1	GO:0000256, GO:0005654, GO:0005634, GO:0001080, GO:0042802
PAVE1_DN5845_c0_g1_i1.p1	GO:0010838, GO:0005615, GO:0043434, GO:0044278, GO:0045617, GO:0006953, GO:0090303, GO:0005576, GO:0038023, GO:0070492, GO:0042834, GO:0061844
PAVE1_DN31389_c0_g1_i1.p1	GO:0032223, GO:0016021, GO:1902712, GO:0009410, GO:0038039, GO:0005886, GO:0007214, GO:0004965, GO:0040012, GO:0007186
PAVE1_DN18066_c0_g1_i2.p1	GO:0033644, GO:0016021, GO:0005515, GO:0016020, GO:0075520, GO:0019076
PAVE1_DN12061_c0_g1_i1.p1	GO:0016021, GO:0006486, GO:0006488, GO:0106073, GO:0005789, GO:0005783
PAVE1_DN50377_c0_g1_i1.p1	GO:0036374, GO:0070062, GO:0006751, GO:1901750
PAVE1_DN4027_c0_g1_i4.p1	GO:0046872, GO:0070006, GO:0006508, GO:0005737, GO:0008239
PAVE1_DN58217_c0_g1_i1.p1	GO:0045050, GO:0042406, GO:0005789, GO:0005737, GO:0072546, GO:0071816, GO:0005783, GO:0032977
PAVE1_DN1212_c1_g2_i1.p1	GO:0005811, GO:0016021, GO:0005515, GO:0045928, GO:0030730, GO:0012505, GO:0005789, GO:0047372, GO:0004806, GO:0017171, GO:0010883, GO:0005783, GO:0034389
PAVE1_DN272_c1_g1_i1.p1	GO:0016616, GO:0005515, GO:0005811, GO:0005829, GO:0016229, GO:0046889, GO:0005783
PAVE1_DN190_c2_g2_i3.p1	GO:0006004, GO:0042806, GO:0016139, GO:0097524, GO:0004560, GO:0007339, GO:0042742, GO:0006027, GO:0005764, GO:0002081
PAVE1_DN25665_c0_g1_i1.p1	GO:0009399, GO:0072669, GO:0003723
PAVE1_DN2350_c0_g1_i1.p1	GO:0006108, GO:0005737, GO:0005829, GO:0006734, GO:0006107, GO:0030060, GO:0006099
PAVE1_DN12252_c0_g1_i3.p1	GO:0000282, GO:0016021, GO:0016020, GO:0032399, GO:0006974
PAVE1_DN4958_c0_g1_i4.p1	GO:0016021, GO:0004714, GO:0040024, GO:0007606, GO:0006935, GO:0045664, GO:0018108, GO:0005886, GO:0005524, GO:0050893, GO:0004712
PAVE1_DN1176_c2_g1_i2.p1	GO:0005769, GO:0042802, GO:0051125, GO:0007032, GO:0048666, GO:0030041, GO:0071203, GO:0015031, GO:0007409, GO:0060047, GO:0140285
PAVE1_DN86024_c0_g1_i1.p1	GO:0003677, GO:0019082, GO:0000324
PAVE1_DN67368_c0_g1_i1.p1	GO:0046872, GO:0006468, GO:0007346, GO:0007276, GO:0005634, GO:0005737, GO:0040019
PAVE1_DN1237_c0_g5_i2.p1	GO:0015810, GO:0016021, GO:0015811, GO:0015179, GO:0046982, GO:0016324, GO:0015813
PAVE1_DN3114_c0_g3_i2.p1	GO:0006364, GO:0051059, GO:0005654, GO:0005634, GO:0032040, GO:0005829, GO:0005730, GO:0003723
PAVE1_DN67230_c0_g1_i1.p1	GO:0046718, GO:0030246, GO:0016021, GO:0005515, GO:0033033, GO:0045087, GO:0030099, GO:0001819, GO:0005829, GO:0005886, GO:0002076, GO:0001618, GO:0009986
PAVE1_DN35992_c0_g1_i1.p1	GO:0005515, GO:0005737, GO:0007169, GO:0051386, GO:0043410, GO:0030182
PAVE1_DN25803_c0_g1_i1.p1	GO:0030246, GO:0035006, GO:0016339, GO:0035010, GO:0009897
PAVE1_DN31120_c0_g1_i1.p1	GO:0000781, GO:1904750, GO:0005634, GO:0004857, GO:0051321, GO:0005694
PAVE1_DN31959_c0_g1_i1.p1	GO:1904428, GO:0043014, GO:0042127, GO:0005628, GO:0042826, GO:0007059, GO:0030334
PAVE1_DN4673_c1_g1_i1.p1	GO:0046872, GO:0004452, GO:0016126, GO:0008299, GO:0009240, GO:0005737, GO:0050992
PAVE1_DN38794_c0_g1_i1.p1	GO:0043161, GO:0008541, GO:0005515, GO:0050790, GO:0030234, GO:0005654, GO:0005838, GO:0000502, GO:0005829
PAVE1_DN57858_c0_g1_i1.p1	GO:0005515, GO:0030414, GO:0042025, GO:0019073, GO:0019076
PAVE1_DN23341_c0_g1_i1.p1	GO:0061041, GO:0050728, GO:0010760, GO:0005737, GO:0060271, GO:0006954, GO:0070121, GO:0010764, GO:0005929, GO:1900016, GO:0035869, GO:0016491, GO:0015031
PAVE1_DN59690_c0_g1_i1.p1	GO:0005634, GO:0060963, GO:0005737, GO:0000978, GO:0000981
PAVE1_DN10181_c0_g1_i1.p1	GO:0016021, GO:0098868, GO:0097009, GO:0005886, GO:0042834, GO:0007399
PAVE1_DN27130_c0_g1_i1.p1	GO:0005739, GO:0000266, GO:0005515, GO:0009060
PAVE1_DN13011_c0_g1_i2.p1	GO:0003729, GO:1903561, GO:0003012, GO:0048168, GO:0042595, GO:0016020, GO:0042802, GO:0110077, GO:0098975, GO:0051028, GO:0045202, GO:0030017
PAVE1_DN1558_c0_g1_i2.p1	GO:0071949, GO:1904070, GO:0003997, GO:0033540, GO:0005504, GO:0005524, GO:0042811, GO:0005777, GO:0055088
PAVE1_DN30476_c0_g1_i1.p1	GO:0005978, GO:0045818, GO:0004857, GO:0005737, GO:0043086
PAVE1_DN78412_c0_g1_i1.p1	GO:0050728, GO:0005615, GO:0071638, GO:0016020, GO:0045444, GO:0042802, GO:1901223, GO:0035356, GO:0070165, GO:0032715, GO:0001819, GO:0005581, GO:0005576, GO:0070062, GO:0045721
PAVE1_DN53353_c0_g1_i1.p1	GO:0039553, GO:0005031, GO:0005576, GO:0030683, GO:0033209
PAVE1_DN47810_c0_g1_i1.p1	GO:0005856, GO:0005874, GO:0000045, GO:0006468, GO:0000407, GO:0000741, GO:0005515, GO:0005737, GO:0000422, GO:0005829, GO:1990316, GO:0042594, GO:0015031, GO:0044805, GO:0007059, GO:0034727
PAVE1_DN3072_c1_g1_i3.p1	GO:1903028, GO:1904888, GO:0005615, GO:0042056, GO:0006508, GO:0005794, GO:0005737, GO:0005576, GO:0005537, GO:0005581, GO:0001867, GO:0050918
PAVE1_DN1540_c0_g1_i1.p1	GO:0006468, GO:0046677, GO:0005654, GO:0000380, GO:0045296, GO:0005739, GO:0006913
PAVE1_DN38026_c0_g1_i1.p1	GO:0005615, GO:0005515, GO:0005201, GO:0008285, GO:0005576, GO:0030199, GO:0007155
PAVE1_DN21548_c0_g1_i1.p1	GO:0035247, GO:0035243, GO:0005634, GO:0005737, GO:0005829
PAVE1_DN72346_c0_g1_i1.p1	GO:0042626, GO:0000329, GO:0005524, GO:0055085
PAVE1_DN7066_c0_g1_i1.p1	GO:0005515, GO:0030430, GO:0046688, GO:0001660, GO:0007165, GO:0042025, GO:0001819, GO:0019033, GO:0034605, GO:0006955, GO:0051781
PAVE1_DN5414_c1_g1_i1.p1	GO:0036041, GO:0016021, GO:0005743, GO:0009409, GO:0017077, GO:0032555, GO:0006839, GO:1901612, GO:0005739
PAVE1_DN28728_c0_g1_i1.p1	GO:0097546, GO:0030317, GO:0007283, GO:0042802, GO:1903568, GO:0005929, GO:0044877
PAVE1_DN80154_c0_g1_i1.p1	GO:0005515, GO:0005654, GO:0005634, GO:0140291, GO:0001883, GO:0140293, GO:0005730, GO:0061463, GO:0005694, GO:0090734, GO:0006974, GO:0042278
PAVE1_DN9116_c0_g1_i2.p1	GO:1900273, GO:0098978, GO:0008157, GO:0003725, GO:0010494, GO:0098963, GO:0046726, GO:0005791, GO:1990904, GO:0005829, GO:0008298, GO:0005886, GO:0030425, GO:0043025, GO:0032839, GO:0045070, GO:0099010
PAVE1_DN4312_c0_g1_i2.p1	GO:0005783, GO:0005634, GO:0016787, GO:0016042
PAVE1_DN27046_c0_g1_i1.p1	GO:0034446, GO:0042147, GO:0016021, GO:0043005, GO:0001921, GO:0035493, GO:0031201, GO:0005829, GO:0005886, GO:0005484, GO:0045202, GO:0015031, GO:0006906, GO:0017075
PAVE1_DN46995_c0_g1_i1.p1	GO:0007610, GO:0016021, GO:0034220, GO:0038023, GO:0005886, GO:0015276, GO:0050907
PAVE1_DN67864_c0_g1_i1.p1	GO:0051286, GO:0005515, GO:0050790, GO:1905758, GO:0031031, GO:0005829, GO:0007049, GO:0051301, GO:0032153, GO:0031097, GO:0051285, GO:0005096
PAVE1_DN80129_c0_g1_i1.p1	GO:0046872, GO:0016021, GO:0005515, GO:0001782, GO:0005794, GO:0002322, GO:0005886
PAVE1_DN17668_c0_g1_i1.p1	GO:0046872, GO:0016021, GO:0006506, GO:0005794, GO:0033116, GO:0016787, GO:0016192
PAVE1_DN23957_c0_g1_i1.p1	GO:0030683, GO:0039554, GO:0046872, GO:0005739
PAVE1_DN27885_c0_g1_i1.p1	GO:0004519, GO:0005634, GO:0005737, GO:0000166, GO:0090305
PAVE1_DN14927_c0_g1_i3.p1	GO:0005811, GO:0050790, GO:0060090, GO:0071230, GO:0071986, GO:0005776, GO:0034613, GO:0005085, GO:0043410, GO:0005764, GO:0001919
PAVE1_DN39224_c0_g1_i1.p1	GO:0005515, GO:0000082, GO:0005634, GO:0016242, GO:0005737, GO:0045736, GO:0004861
PAVE1_DN7947_c0_g1_i2.p1	GO:0007283, GO:0005634, GO:0030154, GO:0051015, GO:0030036, GO:0007420, GO:0033150, GO:0032839, GO:0015629
PAVE1_DN23643_c0_g1_i1.p1	GO:0003729, GO:0006364, GO:0030515, GO:0005634, GO:0042254, GO:1990120, GO:0005737, GO:0016887, GO:0006369, GO:0000184, GO:0071042, GO:0005524, GO:0003724
PAVE1_DN15842_c0_g1_i2.p1	GO:0046872, GO:0005515, GO:0005634, GO:0006360, GO:0005730, GO:0003677, GO:0005736, GO:0001054, GO:0032549
PAVE1_DN3776_c0_g1_i1.p1	GO:0005856, GO:0007283, GO:0030154, GO:0007010, GO:0005737, GO:0033150, GO:0005200, GO:0043159
PAVE1_DN3462_c0_g1_i4.p1	GO:0045776, GO:0006508, GO:0004185, GO:0005576, GO:0097746, GO:0005829
PAVE1_DN48296_c0_g1_i1.p1	GO:0005856, GO:0046872, GO:0061630, GO:0010989, GO:0045732, GO:0016567, GO:0010977, GO:0008092, GO:0005737, GO:0005829, GO:0005886, GO:0042632, GO:0007399, GO:0032803, GO:0031648, GO:0006511
PAVE1_DN68211_c0_g1_i2.p1	GO:0021986, GO:0045165, GO:0005615, GO:0070654, GO:0048703, GO:0048841, GO:0005125, GO:0007507, GO:0005576, GO:0060070, GO:0042074, GO:0005109, GO:0045893, GO:0030182
PAVE1_DN72546_c0_g1_i1.p1	GO:0050914, GO:0016020, GO:0035002, GO:0009651, GO:0035725, GO:0015280, GO:0035199, GO:0005887
PAVE1_DN60915_c0_g1_i1.p1	GO:0003697, GO:0140297, GO:0140416, GO:0003691, GO:0046332, GO:0030968, GO:0000900, GO:0005576, GO:0005737, GO:0000977, GO:0032422, GO:0071944, GO:0000981, GO:0006986, GO:0003723
PAVE1_DN57111_c0_g1_i1.p1	GO:0032266, GO:0006909, GO:0050790, GO:0005515, GO:0042554, GO:0005737, GO:0005768, GO:0005829, GO:0045730, GO:0010008, GO:0005886, GO:0016176, GO:0032010, GO:0043020
PAVE1_DN28496_c0_g1_i1.p1	GO:0005654, GO:0005634, GO:0051219, GO:0045944, GO:0016592, GO:0000381, GO:0008380, GO:0035145, GO:0000956, GO:0003723, GO:0046966, GO:0030374, GO:0048026, GO:0048255, GO:0042753, GO:0005524, GO:0000978, GO:0070062, GO:0016607, GO:0006397, GO:0007623, GO:0042809
PAVE1_DN5000_c0_g1_i1.p1	GO:0008270, GO:0016021, GO:0005794, GO:0009617, GO:0000139, GO:0005929
PAVE1_DN6366_c1_g1_i2.p1	GO:1905845, GO:0006915, GO:0006508, GO:1905803, GO:0006919, GO:1904747, GO:0097199, GO:0005737, GO:0043073, GO:0043525, GO:0097190, GO:0097194, GO:0097200
PAVE1_DN8689_c0_g1_i1.p1	GO:0003723, GO:0005739, GO:0071465
PAVE1_DN32770_c0_g1_i1.p1	GO:0046872, GO:0016810, GO:0010339, GO:0000128, GO:0009986
PAVE1_DN4526_c0_g1_i1.p1	GO:0000781, GO:0031509, GO:0033255, GO:0016573, GO:0004402, GO:0005515, GO:0005634, GO:0000785
PAVE1_DN5591_c1_g2_i7.p1	GO:0043161, GO:0005515, GO:0016567, GO:0005654, GO:0080008
PAVE1_DN48221_c0_g1_i1.p1	GO:0000820, GO:0005634, GO:0030154, GO:0010821, GO:0045944, GO:0043565, GO:1903862, GO:0009267, GO:0000981
PAVE1_DN7876_c0_g1_i6.p1	GO:0001934, GO:0005634, GO:0005737, GO:0010212, GO:0008283, GO:0045505, GO:0006974
PAVE1_DN38401_c0_g1_i1.p1	GO:0046872, GO:0016021, GO:0007596, GO:0005886, GO:0030194, GO:0046130, GO:0047710
PAVE1_DN52302_c0_g1_i1.p1	GO:0090630, GO:0098592, GO:0005737, GO:0031410, GO:0005886, GO:0030175, GO:0016324, GO:0005096
PAVE1_DN82558_c0_g1_i1.p1	GO:0043005, GO:0045211, GO:0042391, GO:0005230, GO:0034220, GO:0007165, GO:0007268, GO:0005886, GO:0045202, GO:0004888, GO:0030594, GO:0050877, GO:0005887
PAVE1_DN3020_c0_g1_i1.p1	GO:0046872, GO:0035556, GO:0016567, GO:0050265, GO:0005829
PAVE1_DN65839_c0_g1_i1.p1	GO:0019083, GO:0005515, GO:0030430
PAVE1_DN33694_c0_g1_i1.p1	GO:0106310, GO:0009785, GO:0004674, GO:0005515, GO:0005634, GO:0009640, GO:0005737, GO:0006897, GO:0005524, GO:0004712, GO:0018105
PAVE1_DN7271_c0_g1_i7.p1	GO:0046872, GO:0005515, GO:0061630, GO:0016567, GO:0005634, GO:0006281, GO:0031436, GO:0005737, GO:1905168, GO:0005694
PAVE1_DN7493_c0_g1_i6.p1	GO:0016021, GO:0031528, GO:0005737, GO:0030683, GO:0005886, GO:0045296, GO:0016324, GO:0005001, GO:0005902, GO:0039503
PAVE1_DN31613_c0_g1_i1.p1	GO:0000347, GO:0031990, GO:0004064, GO:0000346, GO:0005272
PAVE1_DN64484_c0_g1_i1.p1	GO:0032467, GO:0005856, GO:0005802, GO:0045724, GO:0046601, GO:1905515, GO:0005794, GO:0042802, GO:0005737, GO:0005813, GO:0031985, GO:0005814
PAVE1_DN70780_c0_g1_i1.p1	GO:0016021, GO:0000902, GO:0016358, GO:0005737, GO:0008360, GO:0005829, GO:0005886, GO:0050672, GO:0004888, GO:0006955
PAVE1_DN69437_c0_g1_i1.p1	GO:0008270, GO:0030433, GO:0016021, GO:0016567, GO:0043123, GO:0061630, GO:0045087, GO:0005789, GO:0016239, GO:0005737, GO:0016874, GO:0005783, GO:0051092
PAVE1_DN17216_c0_g2_i1.p1	GO:0008643, GO:0015165, GO:0030173, GO:0005794, GO:0000139, GO:0090481
PAVE1_DN60203_c0_g1_i1.p1	GO:0005886, GO:0016021, GO:0071875, GO:0005515
PAVE1_DN59004_c0_g1_i1.p1	GO:0097546, GO:0030474, GO:0005515, GO:0005198, GO:0071988, GO:0005929
PAVE1_DN4054_c1_g1_i5.p1	GO:0008057, GO:0005798, GO:1904115, GO:0030117, GO:0098943, GO:0006895, GO:0098830, GO:1900369, GO:0140312, GO:0043195, GO:0005795, GO:0048072, GO:0006727, GO:0005770, GO:0048499, GO:0048490, GO:0007220, GO:0006897, GO:0008340, GO:0006896, GO:0005794, GO:0006623, GO:0030123, GO:0005829, GO:0016182, GO:0010008, GO:0005783, GO:0006887, GO:0030665
PAVE1_DN12149_c0_g1_i2.p1	GO:0009410, GO:0006915, GO:0031012, GO:0042489, GO:0043627, GO:0030198, GO:0005576, GO:0016936, GO:0045671, GO:0032026, GO:0030246, GO:0043235, GO:0045779, GO:0007165, GO:0005886, GO:0046685, GO:0005615, GO:0001501, GO:0007584
PAVE1_DN26393_c0_g1_i1.p1	GO:0046872, GO:0043248, GO:0090363, GO:0005634, GO:0005737, GO:0004517, GO:0006974, GO:0005516, GO:0006511
PAVE1_DN2448_c0_g1_i7.p1	GO:0016021, GO:0005515, GO:0016020, GO:0030683, GO:0055036, GO:0043657, GO:0044177, GO:0019031, GO:0044156, GO:0044178, GO:0020002
PAVE1_DN3134_c0_g1_i1.p1	GO:0005515, GO:0007283, GO:0045948, GO:0005634, GO:0030154, GO:0008494, GO:0005737, GO:0070935, GO:0032991, GO:0003730
PAVE1_DN47342_c0_g1_i1.p1	GO:0005515, GO:0004930, GO:0016020, GO:0061515, GO:0045660, GO:2000035, GO:0051726, GO:0043066, GO:0005887
PAVE1_DN77750_c0_g1_i1.p1	GO:0005515, GO:0022627, GO:0005634, GO:0005654, GO:0016020, GO:0022626, GO:0005737, GO:0003735, GO:0005829, GO:0005730, GO:0005925, GO:0002181, GO:0003723
PAVE1_DN84458_c0_g1_i1.p1	GO:0042826, GO:0000122, GO:0046872, GO:0072359, GO:0048568, GO:0005654, GO:0005634, GO:0001701, GO:0001227, GO:0048144, GO:0000978, GO:0035264
PAVE1_DN41893_c0_g1_i1.p1	GO:0004198, GO:0016567, GO:0005737
PAVE1_DN16241_c1_g1_i3.p1	GO:0005829, GO:0035556, GO:0005515, GO:0016567
PAVE1_DN54140_c0_g1_i1.p1	GO:0005515, GO:0001895, GO:0001917, GO:0005737, GO:0005739
PAVE1_DN63466_c0_g1_i1.p1	GO:1990188, GO:0005634, GO:0043621, GO:0048510, GO:0006325, GO:0000123, GO:0048586, GO:0043967, GO:1990841, GO:0035064, GO:0006355
PAVE1_DN36886_c0_g1_i1.p1	GO:0030509, GO:0043204, GO:0051930, GO:0001570, GO:0003198, GO:0005737, GO:2001214, GO:0071773, GO:0043491, GO:0001525, GO:0005515, GO:0050848, GO:0007219, GO:0005886, GO:0060842, GO:0003197, GO:0016021, GO:0045603, GO:0001701, GO:0048471, GO:0005783
PAVE1_DN1703_c0_g1_i1.p1	GO:0008743, GO:0042802, GO:0005739, GO:0019518
PAVE1_DN16386_c0_g1_i1.p1	GO:0016021, GO:0005615, GO:0005515, GO:0016020, GO:0005576, GO:0006935
PAVE1_DN1628_c0_g1_i1.p1	GO:0046326, GO:0005615, GO:0043235, GO:0001934, GO:0070207, GO:0045121, GO:0031225, GO:0042802, GO:0005509, GO:0005576, GO:0005886, GO:0070492, GO:0009624, GO:0070062, GO:0031526
PAVE1_DN5599_c0_g1_i10.p1	GO:0016021, GO:0015501, GO:0005313, GO:0005886, GO:0015175, GO:0015813, GO:0015804
PAVE1_DN17072_c0_g1_i1.p1	GO:0009825, GO:0016021, GO:0009965, GO:0009956, GO:0009734, GO:0016020, GO:0010305, GO:0016787, GO:0009933, GO:0005525, GO:0010540
PAVE1_DN81631_c0_g1_i1.p1	GO:0007218, GO:1901653, GO:0004983, GO:0005886, GO:0005887
PAVE1_DN81595_c0_g1_i1.p1	GO:0046760, GO:0005179, GO:0016020, GO:0055036, GO:0019033, GO:0044177, GO:0044178, GO:0020002
PAVE1_DN16808_c0_g1_i1.p1	GO:0005515, GO:0005634, GO:0042788, GO:0005829, GO:0005854, GO:0015031
PAVE1_DN1839_c0_g1_i10.p1	GO:0106310, GO:0004674, GO:0042981, GO:0046777, GO:0051893, GO:0006915, GO:0031252, GO:0042803, GO:0005737, GO:0048471, GO:0005829, GO:0031122, GO:0005524, GO:0045296, GO:0070062, GO:0004712, GO:0030334
PAVE1_DN1879_c0_g1_i1.p1	GO:0046872, GO:0005886, GO:0016114, GO:0051213
PAVE1_DN7512_c2_g1_i3.p1	GO:0050773, GO:0005741, GO:0005739, GO:0010842, GO:0007399, GO:0016491, GO:0042462
PAVE1_DN4601_c0_g1_i4.p1	GO:0050135, GO:0045087, GO:0034128, GO:0007165, GO:0005737, GO:0035591, GO:0030424, GO:0030425, GO:0048678, GO:0043025, GO:0061809, GO:0019677, GO:1901214
PAVE1_DN6208_c0_g1_i1.p1	GO:0009410, GO:0005634, GO:0045892, GO:0005516, GO:0030016, GO:0042310, GO:0031941, GO:0043621, GO:0030036, GO:0051401, GO:0005737, GO:0031674, GO:0097718, GO:0018105, GO:0005815, GO:0048644, GO:0014823, GO:0005523, GO:0031430, GO:0008157, GO:0045907
PAVE1_DN14306_c0_g1_i2.p1	GO:0005856, GO:0005874, GO:0005912, GO:0005515, GO:0002119, GO:0030056, GO:0005737, GO:0031122, GO:0005886, GO:0007281, GO:0016324
PAVE1_DN27519_c0_g1_i2.p1	GO:0043065, GO:0070059, GO:0005634, GO:0005654, GO:0036499, GO:0005737, GO:0005886, GO:0003677, GO:0045893, GO:0006986
PAVE1_DN8436_c0_g1_i2.p1	GO:0005634, GO:0051087, GO:0006457, GO:0034504, GO:0006886
PAVE1_DN3241_c0_g1_i3.p1	GO:0005515, GO:0016567, GO:0005654, GO:0031463, GO:0005634, GO:0005737, GO:0048471, GO:0005829, GO:0005730, GO:0005886
PAVE1_DN54520_c0_g1_i1.p1	GO:0005763, GO:0005840, GO:0032543, GO:0005743, GO:0003735, GO:0005739
PAVE1_DN9027_c1_g2_i2.p1	GO:0046760, GO:0044178, GO:0016020, GO:0055036, GO:0019033, GO:0044177, GO:0009653, GO:0035064, GO:0020002
PAVE1_DN20228_c0_g1_i7.p1	GO:0042147, GO:0016021, GO:0005794, GO:0032050, GO:0005829, GO:0000139, GO:0032580
PAVE1_DN28142_c0_g1_i1.p1	GO:0030154, GO:0005515, GO:0007283, GO:0005576
PAVE1_DN53500_c0_g1_i1.p1	GO:0030674, GO:0043161, GO:0005515, GO:0000151, GO:0005739
PAVE1_DN10842_c1_g1_i1.p1	GO:0006044, GO:0005794, GO:0004343, GO:0005789, GO:0006048, GO:0048029, GO:0005793, GO:0005783
PAVE1_DN1199_c0_g2_i4.p1	GO:0007348, GO:0005515, GO:0007283, GO:0051078, GO:0005634, GO:0008315, GO:0051321, GO:0000086, GO:0009880, GO:0005737, GO:0004725, GO:0051301, GO:0110032, GO:0007140, GO:0010971, GO:0006470, GO:0005819
PAVE1_DN67925_c0_g1_i1.p1	GO:0005856, GO:0106310, GO:0004674, GO:0045725, GO:0004713, GO:0006915, GO:0005634, GO:0005737, GO:0030145, GO:0018108, GO:0005524, GO:0018107, GO:0042771, GO:0000287, GO:0004712, GO:0018105
