NYGR1_DN1492_c0_g1_i2.p1	GO:0004364, GO:0006749, GO:0005737
NYGR1_DN44778_c0_g1_i2.p1	GO:0005739, GO:0046872, GO:0005737, GO:0004109, GO:0006779, GO:0051539
NYGR1_DN2157_c0_g1_i1.p2	GO:0005634, GO:0005730, GO:0005515, GO:0006364, GO:0042254
NYGR1_DN28492_c0_g1_i1.p1	GO:0005829, GO:0062200, GO:0097248, GO:0035838, GO:0051285, GO:0005515, GO:0030866, GO:0000226, GO:0071472, GO:0004712, GO:0030950, GO:0005524, GO:0106310, GO:2000247, GO:0045921, GO:0032153, GO:0005634, GO:0018105, GO:0004674, GO:0032995
NYGR1_DN6208_c0_g3_i1.p1	GO:0043565, GO:0007417, GO:0005634
NYGR1_DN44310_c0_g1_i1.p1	GO:0005515, GO:0031146, GO:0019005
NYGR1_DN9755_c0_g2_i2.p1	GO:0006888, GO:0005829, GO:0043123, GO:0048208, GO:0070971, GO:0042802, GO:0005783, GO:0005737
NYGR1_DN3971_c0_g1_i2.p1	GO:0033961, GO:0005789, GO:0016021, GO:0005783, GO:0019439
NYGR1_DN19542_c0_g1_i1.p1	GO:0017111, GO:0046872, GO:0000166, GO:0009117, GO:0103023, GO:0005737
NYGR1_DN38639_c0_g1_i1.p1	GO:0005856, GO:0000922, GO:0007049, GO:0070513, GO:0006260, GO:0005634, GO:0005737
NYGR1_DN17123_c0_g1_i1.p1	GO:0005125, GO:0035723, GO:0005126, GO:0005576, GO:0050766, GO:0006955, GO:0005615, GO:0042119, GO:0048856, GO:0050731
NYGR1_DN15508_c0_g1_i1.p1	GO:0003924, GO:0005770, GO:0005525, GO:0005764, GO:0045335, GO:0090385
NYGR1_DN17578_c0_g1_i1.p1	GO:0044325, GO:0030154, GO:0031625, GO:0036126, GO:0051087, GO:0097225, GO:0005739, GO:0030382, GO:0007283, GO:0048156, GO:0000774, GO:0042802, GO:0031072, GO:0005741
NYGR1_DN38368_c0_g1_i1.p2	GO:0015459, GO:0070772, GO:0006644, GO:0005789, GO:0000139, GO:0071627, GO:0005774, GO:0005515, GO:0005783, GO:0005794, GO:0005773
NYGR1_DN20201_c0_g1_i1.p1	GO:0051321, GO:0007131, GO:0051301, GO:0007129, GO:0005515, GO:0005634, GO:0000795
NYGR1_DN18653_c0_g1_i1.p1	GO:0070131, GO:0008494, GO:0005739, GO:0005759, GO:0005515, GO:0003729
NYGR1_DN2271_c0_g1_i2.p1	GO:2000694, GO:0005856, GO:0009574, GO:0000914, GO:0009524, GO:0005829, GO:0005730, GO:0000911, GO:0005875, GO:0005634, GO:0008017, GO:0005737
NYGR1_DN23862_c0_g1_i1.p1	GO:0005509, GO:0005739, GO:0007283, GO:0031514, GO:0001669, GO:0097228, GO:0005743, GO:0030317, GO:0005737
NYGR1_DN7413_c0_g1_i1.p1	GO:0018108, GO:0071603, GO:0005524, GO:0007507, GO:0043235, GO:0005887, GO:0033674, GO:0004712, GO:0004714, GO:0005886, GO:0001568, GO:0001525, GO:0045766, GO:0007169, GO:0001944
NYGR1_DN121_c0_g1_i1.p1	GO:0005829, GO:0009953, GO:0000398, GO:0048599, GO:0005737, GO:0007268, GO:0007289, GO:0007283, GO:1901215, GO:0003730, GO:0071011, GO:0005515, GO:0008143, GO:0010494, GO:0007112, GO:0045202, GO:0045727, GO:0048477, GO:0005634, GO:0007140, GO:0008266, GO:0071013, GO:0045314
NYGR1_DN12740_c0_g1_i1.p1	GO:0016020, GO:0034220, GO:0016021, GO:0022857, GO:0005783
NYGR1_DN1942_c0_g1_i3.p1	GO:0000122, GO:0005515, GO:0001227, GO:0008270, GO:0000977, GO:0005634
NYGR1_DN9149_c0_g1_i1.p1	GO:0030036, GO:0001725, GO:0005925, GO:0007015, GO:0051015
NYGR1_DN2637_c1_g1_i6.p1	GO:0051321, GO:0046872, GO:0051308, GO:0030849, GO:0005634
NYGR1_DN19069_c0_g1_i1.p1	GO:0070976, GO:0045087, GO:0002755, GO:0043123, GO:0006954, GO:0005737
NYGR1_DN3286_c0_g1_i1.p1	GO:0003723, GO:0036031, GO:0006370, GO:0031533, GO:0005845, GO:0106005, GO:0008047, GO:0050790, GO:0005634
NYGR1_DN6488_c0_g1_i1.p1	GO:0005243, GO:0007267, GO:0005886, GO:0016021, GO:0055085, GO:0005921, GO:0005922
NYGR1_DN3937_c3_g1_i2.p1	GO:0007399, GO:0030173, GO:0008285, GO:0046329, GO:0035269, GO:0005801, GO:0005737, GO:0005634, GO:0005515, GO:0016780, GO:0007517, GO:0005615, GO:0005783, GO:0060049, GO:0005794, GO:0000139
NYGR1_DN7329_c2_g1_i2.p1	GO:0005125, GO:0035723, GO:0005126, GO:0030430, GO:0050766, GO:0006955, GO:0042119, GO:0048856, GO:0050731
NYGR1_DN46167_c0_g1_i1.p1	GO:0015031, GO:0007165, GO:0035091, GO:0017124, GO:0030139, GO:0005768, GO:0031901, GO:0043130, GO:0005737
NYGR1_DN6709_c0_g2_i1.p1	GO:0004475, GO:0005525, GO:0000032, GO:0006486, GO:0009298, GO:0005737
NYGR1_DN6295_c0_g1_i1.p1	GO:0005856, GO:0005819, GO:0070979, GO:0051301, GO:0005680, GO:0007049, GO:0031145, GO:0019903, GO:0005634, GO:0045842, GO:0005737
NYGR1_DN5167_c0_g1_i2.p1	GO:0090307, GO:0072686, GO:0016242, GO:1990874, GO:1904531, GO:0005737, GO:0051894, GO:1903490, GO:2001108, GO:0070584, GO:0042645, GO:0003677, GO:0005759, GO:0070987, GO:0030496, GO:0005634, GO:0005911, GO:0005739, GO:0045931, GO:0005886, GO:0030674
NYGR1_DN38863_c0_g1_i1.p1	GO:0048046, GO:0140403, GO:0004867, GO:0010951
NYGR1_DN19815_c0_g1_i1.p1	GO:0050804, GO:0035235, GO:0032983, GO:0060078, GO:0034220, GO:0035249, GO:0042734, GO:0005886, GO:0016021, GO:0045202, GO:1904315, GO:0015277, GO:0045211
NYGR1_DN34901_c0_g1_i2.p1	GO:0005829, GO:0003677, GO:0016567, GO:0035556
NYGR1_DN2698_c0_g2_i3.p1	GO:0016020, GO:0051286, GO:0016021, GO:0032153, GO:0055085, GO:0022857, GO:0005794
NYGR1_DN3263_c1_g1_i4.p1	GO:0008190, GO:0003723, GO:1901190, GO:0003743, GO:0070992, GO:0006413, GO:0045727, GO:0034518, GO:0005737
NYGR1_DN44115_c0_g1_i2.p1	GO:0003713, GO:0010672, GO:0046872, GO:0003677, GO:0045893, GO:0005634
NYGR1_DN25630_c0_g1_i2.p1	GO:0005694, GO:0070182, GO:0006261, GO:0003677, GO:0051781, GO:0007049, GO:0009793, GO:0042276, GO:0031981, GO:0008622, GO:0005634
NYGR1_DN1138_c0_g1_i2.p1	GO:0031047, GO:0006357, GO:0048024, GO:0009792, GO:0006974, GO:0005515, GO:0003729, GO:0005634, GO:0005737
NYGR1_DN15452_c0_g1_i1.p1	GO:0072546, GO:0045050, GO:0005789, GO:0030246, GO:0071816, GO:0032977, GO:0005783, GO:0030176
NYGR1_DN45867_c0_g1_i1.p1	GO:0034220, GO:0016021, GO:0050911, GO:0005929, GO:0007154, GO:0043204, GO:0009649, GO:0030424, GO:0015026, GO:0004984, GO:0019226, GO:0035235, GO:0007610, GO:0048511, GO:0007608, GO:0010378, GO:0071683, GO:0005886, GO:0004970
NYGR1_DN3387_c0_g1_i2.p1	GO:0005515, GO:0031146, GO:0019005
NYGR1_DN23073_c0_g1_i1.p1	GO:0071855, GO:0005576, GO:0007218
NYGR1_DN771_c0_g1_i4.p1	GO:0003723, GO:0005886, GO:0005515, GO:0016021, GO:0001734, GO:0007338
NYGR1_DN707_c0_g1_i1.p1	GO:0005739, GO:0003824, GO:0031966, GO:0016021, GO:0044550
NYGR1_DN485_c0_g2_i1.p1	GO:0008340, GO:0006650, GO:0005777, GO:0048072, GO:0006525, GO:0004855, GO:0006568, GO:0071949, GO:0005506, GO:0006206, GO:0009115, GO:0051537, GO:0004854, GO:0043546
NYGR1_DN4117_c0_g2_i3.p1	GO:0004725, GO:0000027, GO:0005829, GO:0008138, GO:0006470, GO:0023052, GO:0005634, GO:0005737
NYGR1_DN6277_c0_g1_i2.p1	GO:0007033, GO:0016020, GO:0005739, GO:0006624, GO:0016021, GO:0005811, GO:0016491, GO:0005773
NYGR1_DN5906_c0_g1_i3.p1	GO:0005737, GO:0047685, GO:0051923
NYGR1_DN3217_c0_g3_i2.p1	GO:0005886, GO:0005515, GO:0016021, GO:0006865
NYGR1_DN13347_c0_g1_i1.p2	GO:0035006, GO:0016339, GO:0030246, GO:0009897, GO:0035010
NYGR1_DN25208_c0_g1_i2.p1	GO:0005739, GO:1990550, GO:0016021, GO:0015139, GO:0005743
NYGR1_DN5032_c0_g1_i1.p1	GO:0097730, GO:0030425, GO:0004707, GO:0005737, GO:0043204, GO:0046872, GO:0043025, GO:1902857, GO:0030424, GO:0004712, GO:0005524, GO:0008104, GO:0035720, GO:0106310, GO:0005634, GO:1902856, GO:0000165, GO:0006468, GO:1905515
NYGR1_DN45774_c0_g1_i1.p1	GO:0007399, GO:0005929, GO:0001737, GO:0016192, GO:0035316, GO:0005886, GO:0005515, GO:0060271, GO:0005737
NYGR1_DN1672_c0_g1_i1.p1	GO:0000287, GO:0009158, GO:0016311, GO:0005829, GO:0106411, GO:0000166, GO:0009117, GO:1901069, GO:0005737
NYGR1_DN1658_c0_g2_i1.p1	GO:0007165, GO:0019900, GO:0042393, GO:0005737, GO:0020020, GO:0005886, GO:0019897, GO:0005634, GO:0032991, GO:0034613
NYGR1_DN881_c0_g1_i3.p1	GO:0010494, GO:0008138, GO:0006470, GO:0005634, GO:0005737
NYGR1_DN11780_c0_g1_i1.p1	GO:0045671, GO:0001649, GO:0001503, GO:0042834, GO:0005886, GO:0016021, GO:0048539, GO:0033687
NYGR1_DN11377_c0_g2_i2.p1	GO:0000003, GO:0005975, GO:0048680, GO:0040025, GO:0016020, GO:0022604, GO:0046525, GO:0046872, GO:0002009, GO:0009792, GO:0016021, GO:0018991, GO:0030206, GO:0015012, GO:0006486, GO:0005794
NYGR1_DN10410_c0_g1_i2.p1	GO:0016020, GO:0034765, GO:0071805, GO:0016021, GO:0008076, GO:0005249, GO:0030425
NYGR1_DN13760_c0_g1_i1.p1	GO:0016318, GO:0007399, GO:0050832, GO:0007370, GO:0001745, GO:0016324, GO:0007379, GO:0001738, GO:0010004, GO:0008258, GO:0042803, GO:0044331, GO:0030154, GO:0035099, GO:0035019, GO:0005887, GO:0090254, GO:1903688, GO:0005914, GO:0016339, GO:0008406, GO:0003151, GO:0045186, GO:0001736, GO:0007506, GO:0007409, GO:0008354, GO:0071907, GO:0008356, GO:0055037, GO:0030720, GO:0035262, GO:0017022, GO:0001748, GO:0098730, GO:0008013, GO:0007424, GO:0042060, GO:0007435, GO:0043296, GO:0045176, GO:0048477, GO:0005938, GO:0035147, GO:0016342, GO:0007507, GO:0007420, GO:0030175, GO:0005509, GO:0007163, GO:0030031, GO:0035212, GO:0007156, GO:0035160, GO:0005886, GO:0007298, GO:0036099
NYGR1_DN3611_c0_g1_i1.p1	GO:0050821, GO:0005515, GO:0040025, GO:0010628, GO:0034504, GO:0005634, GO:0006417
NYGR1_DN555_c1_g1_i12.p1	GO:0007623, GO:0010841, GO:0005576, GO:0032504, GO:0008289
NYGR1_DN29428_c0_g1_i1.p1	GO:0043878, GO:0120163, GO:0005829, GO:0001758, GO:0018479, GO:0005737, GO:0019145, GO:0106373, GO:0005515, GO:0005096, GO:0050790, GO:0110095, GO:0030424, GO:0042572, GO:0051287, GO:0045202, GO:0036438, GO:0070062, GO:0006081, GO:0005497, GO:0030392, GO:0009449
NYGR1_DN30853_c0_g1_i1.p1	GO:0006357, GO:0003713, GO:0003677, GO:0045893, GO:0016514, GO:0071564, GO:0006338, GO:0035060, GO:0000228, GO:0005634, GO:0071565
NYGR1_DN28947_c0_g1_i1.p1	GO:0005524, GO:0072686, GO:0140658, GO:0006311, GO:0007131, GO:0045003, GO:0046872, GO:0003677, GO:0005515, GO:0032508, GO:0035861, GO:0006338, GO:0016887, GO:0015616, GO:0003678, GO:0005634
NYGR1_DN17639_c0_g1_i1.p1	GO:0005975, GO:0003697, GO:0030430, GO:0009691, GO:0000405, GO:0071368, GO:0019033, GO:0071365, GO:0044177
NYGR1_DN4603_c1_g1_i1.p1	GO:0031666, GO:0005576, GO:0045087, GO:0005515, GO:0005615, GO:0006954
NYGR1_DN2374_c0_g3_i2.p1	GO:0051321, GO:0005524, GO:0016020, GO:0016021
NYGR1_DN2646_c0_g1_i1.p1	GO:0045944, GO:0046872, GO:0001228, GO:0000978, GO:0005634
NYGR1_DN19185_c0_g1_i1.p1	GO:0004534, GO:0010494, GO:0003723, GO:0048471, GO:0000287, GO:0000932, GO:0016075, GO:0005737, GO:0005829, GO:0004523, GO:0006364, GO:0005634, GO:0090503, GO:0000184
NYGR1_DN33287_c0_g1_i1.p1	GO:0016021, GO:0016020, GO:0005515, GO:0006865
NYGR1_DN35331_c0_g1_i1.p1	GO:0031464, GO:0031625, GO:0031463, GO:0040029, GO:0055105, GO:0042327, GO:0031397, GO:0032743, GO:0001843, GO:0042692, GO:0072359, GO:0005171, GO:0001570, GO:0032434, GO:0007166, GO:0031462, GO:0042130, GO:0005737
NYGR1_DN13107_c0_g1_i1.p1	GO:0000124, GO:0071011, GO:0005634, GO:0000398, GO:0005686, GO:0071013, GO:0030620
NYGR1_DN3979_c0_g1_i2.p1	GO:0046835, GO:0005524, GO:0019318, GO:0005634, GO:0005515, GO:0001678, GO:0006096, GO:0070062, GO:0051156, GO:0005737
NYGR1_DN1649_c0_g1_i1.p1	GO:0005524, GO:0000147, GO:0007015, GO:0046777, GO:0030479, GO:0004674, GO:0018107, GO:2000369, GO:0023052, GO:0005737
NYGR1_DN2588_c0_g1_i3.p1	GO:0033108, GO:0051084, GO:0005739, GO:0015035, GO:0005758, GO:0045041, GO:0022417
NYGR1_DN1047_c0_g1_i6.p1	GO:0005524, GO:0045880, GO:0045116, GO:0019781, GO:0045879, GO:0005634, GO:0032991, GO:0005737
NYGR1_DN599_c0_g1_i15.p1	GO:0009908, GO:1990904, GO:2000028, GO:0003729, GO:0005515, GO:0006402, GO:0048573, GO:0005634, GO:0005737
NYGR1_DN5886_c0_g1_i1.p1	GO:0016021, GO:0016020, GO:0055085, GO:0022857
NYGR1_DN31559_c0_g1_i1.p1	GO:0009887, GO:0072116, GO:0005813, GO:0061326, GO:0005737, GO:0005929, GO:0046872, GO:0004712, GO:0005524, GO:0106310, GO:0048793, GO:0005634, GO:0001947, GO:0007059, GO:0051301, GO:0006468, GO:0007049, GO:0061371, GO:0004674
NYGR1_DN31573_c0_g1_i1.p1	GO:0005739, GO:0046872, GO:0003676, GO:0004523, GO:0090502
NYGR1_DN46042_c0_g1_i1.p1	GO:0046872, GO:0016311, GO:0005829, GO:0004427, GO:0016791, GO:0005634, GO:0005737
NYGR1_DN4348_c0_g1_i10.p1	GO:0005856, GO:0002119, GO:0005524, GO:0010172, GO:0046872, GO:0106310, GO:0009792, GO:2001137, GO:1903358, GO:0060562, GO:0043547, GO:0031032, GO:0018107, GO:0004674, GO:0004712, GO:0005737
NYGR1_DN39161_c0_g1_i1.p1	GO:0005886, GO:2000272, GO:0005515, GO:0005737
NYGR1_DN8867_c0_g1_i3.p1	GO:0048513, GO:0048738, GO:0050829, GO:0007160, GO:0005515, GO:0030055, GO:0007229, GO:0005737
NYGR1_DN33294_c0_g1_i1.p1	GO:0035773, GO:1905737, GO:0035493, GO:0022898, GO:0005886, GO:0016021, GO:0042803, GO:0070062, GO:0017156, GO:0005737
NYGR1_DN14728_c0_g1_i1.p1	GO:0004879, GO:0005634, GO:0006355, GO:0008270, GO:0043565, GO:0030522
NYGR1_DN3347_c0_g1_i1.p1	GO:0048316, GO:0008152, GO:0051781, GO:0000325, GO:0009793, GO:0004561
NYGR1_DN1546_c0_g1_i1.p1	GO:0030154, GO:0005739, GO:0007283, GO:0031966, GO:0004861, GO:0016021
NYGR1_DN24608_c0_g1_i1.p1	GO:0051321, GO:0005739, GO:0003677, GO:0031966, GO:0016021
NYGR1_DN26269_c0_g1_i1.p1	GO:0000413, GO:0061077, GO:0016020, GO:0016021, GO:0003755
NYGR1_DN4705_c0_g1_i3.p1	GO:0106074, GO:0005524, GO:0006400, GO:0005739, GO:0004813, GO:0002161, GO:0006419, GO:0008270, GO:0006412, GO:0000049, GO:0016597, GO:0005737
NYGR1_DN3494_c0_g1_i5.p1	GO:0005856, GO:0072686, GO:0070682, GO:0006298, GO:0044732, GO:0005515, GO:0032153, GO:0005634, GO:0005737
NYGR1_DN44780_c0_g1_i4.p1	GO:0005829, GO:0003712, GO:0010629, GO:0005634
NYGR1_DN6655_c0_g2_i1.p1	GO:0008408, GO:0042025, GO:0090305, GO:0003676, GO:0006260, GO:0039693
NYGR1_DN26516_c0_g1_i1.p1	GO:0005856, GO:0072686, GO:0046872, GO:0005813, GO:0006897, GO:0005634, GO:0005737
NYGR1_DN48946_c0_g1_i1.p1	GO:0005975, GO:0016020, GO:0047402, GO:0016021
NYGR1_DN6417_c0_g1_i2.p1	GO:0061928, GO:0006751, GO:0016603, GO:0005829, GO:1990748, GO:0005634, GO:0003839, GO:0005737
NYGR1_DN3283_c0_g1_i3.p1	GO:0000122, GO:0046872, GO:0005515, GO:0001227, GO:0000977, GO:0005634
NYGR1_DN19998_c0_g1_i1.p1	GO:0015078, GO:0016020, GO:0005216, GO:0016021, GO:0046740, GO:0020002
NYGR1_DN34206_c0_g1_i1.p1	GO:0070213, GO:0006986, GO:0071782, GO:0005635, GO:0005789, GO:0071902, GO:0060548, GO:0043539, GO:0036498, GO:0003950, GO:0016021, GO:0140289, GO:1990830, GO:0005783, GO:1990404, GO:0019900
NYGR1_DN38922_c0_g1_i1.p1	GO:0005975, GO:0016139, GO:0004348, GO:0005886, GO:0016021, GO:0006680, GO:0008206, GO:0046527, GO:0008422
NYGR1_DN33346_c0_g1_i1.p1	GO:0005814, GO:0042802, GO:0046854, GO:0072659
NYGR1_DN3942_c0_g1_i1.p1	GO:0005682, GO:0046540, GO:0008380, GO:0005515, GO:0016607, GO:0071021, GO:0000350, GO:0006397, GO:0071028, GO:0005634
NYGR1_DN40958_c0_g1_i1.p1	GO:0061665, GO:0016925, GO:0015630
NYGR1_DN19262_c0_g1_i1.p1	GO:0005777, GO:0019888, GO:0042325, GO:0005829, GO:0005515, GO:0006470, GO:0000159, GO:0050790, GO:0005634, GO:0005737
NYGR1_DN17763_c0_g1_i1.p1	GO:0035091, GO:0006886, GO:0005769, GO:0030659, GO:0005737
NYGR1_DN4958_c0_g1_i1.p1	GO:0031666, GO:0005576, GO:0045087, GO:0005515, GO:0005615, GO:0006954
NYGR1_DN26215_c0_g1_i1.p1	GO:0016020, GO:0034765, GO:0071805, GO:0016021, GO:0008076, GO:0005249, GO:0030425
NYGR1_DN9114_c0_g2_i1.p1	GO:0090305, GO:0004519, GO:0003964, GO:0005739, GO:0006278
NYGR1_DN1353_c0_g1_i4.p1	GO:0015031, GO:0070072, GO:0005737, GO:0005768, GO:0031901, GO:0005515, GO:0000976, GO:0012505, GO:0043254, GO:0043291, GO:0007035
NYGR1_DN1874_c0_g2_i1.p1	GO:0003723, GO:0046872, GO:0005730, GO:0008251, GO:0008033, GO:0005634, GO:0005737
NYGR1_DN17815_c0_g1_i1.p1	GO:0005524, GO:0106310, GO:0018105, GO:0018107, GO:0004674, GO:0004712, GO:0005737
NYGR1_DN43854_c0_g1_i1.p1	GO:0005856, GO:0017018, GO:0072686, GO:0046872, GO:0045859, GO:0045920, GO:0033365, GO:0051879, GO:0005829, GO:0006470, GO:0101031, GO:0008287, GO:0005634, GO:0005737
NYGR1_DN6632_c0_g3_i4.p1	GO:0009566, GO:0007283, GO:0005829, GO:0120160, GO:0097731, GO:0007340
NYGR1_DN24780_c0_g1_i1.p1	GO:0019082, GO:0030430, GO:0006508, GO:0004197
NYGR1_DN1485_c0_g1_i1.p1	GO:0007623, GO:0010841, GO:0005515, GO:0005615, GO:0032504, GO:0001786
NYGR1_DN11337_c0_g1_i8.p1	GO:0031047, GO:0050832, GO:0010267, GO:0003723, GO:0009873, GO:0008380, GO:0006406, GO:0000445, GO:0006397, GO:0032784, GO:0005634
NYGR1_DN6489_c0_g1_i5.p1	GO:0007399, GO:0045892, GO:0003714, GO:0003677, GO:0003682, GO:0045746, GO:0045666, GO:0005634
NYGR1_DN40422_c0_g1_i1.p1	GO:1990531, GO:0002329, GO:0055037, GO:0000287, GO:0005524, GO:0090555, GO:0005887, GO:0005789, GO:0045579, GO:0005802, GO:0031901, GO:0005886, GO:0055038, GO:0140331, GO:0016887, GO:0090556, GO:0005783, GO:0140346
NYGR1_DN42187_c0_g1_i1.p1	GO:0038085, GO:0004945, GO:0042546, GO:0005886, GO:0071944, GO:0016021, GO:0071555, GO:0004962
NYGR1_DN40163_c0_g1_i1.p1	GO:0006357, GO:0003713, GO:0043565, GO:0016513, GO:0045893, GO:0008134, GO:0035206, GO:0005634
NYGR1_DN32502_c0_g1_i1.p1	GO:0016192, GO:0016021, GO:0046872, GO:0016020
NYGR1_DN26909_c0_g1_i1.p1	GO:0005694, GO:0016605, GO:0005524, GO:0090398, GO:0000781, GO:0051301, GO:0030915, GO:0007049, GO:0034184, GO:0000724, GO:0016887, GO:0000722, GO:0005634
NYGR1_DN19081_c0_g1_i1.p1	GO:0015031, GO:0019752, GO:0005509, GO:0000324, GO:0060548, GO:0016192, GO:0005793, GO:0005737
NYGR1_DN8335_c0_g2_i1.p1	GO:0005856, GO:0005654, GO:2001243, GO:0031397, GO:0005737, GO:0005829, GO:0008380, GO:0006383, GO:0005681, GO:0005515, GO:0005667, GO:0005634, GO:0009615
NYGR1_DN8148_c0_g5_i4.p1	GO:0050804, GO:0016020, GO:0035235, GO:0060078, GO:0034220, GO:0035249, GO:0016021, GO:1904315, GO:0015277
NYGR1_DN13474_c0_g1_i1.p1	GO:0045732, GO:0043408, GO:0008285, GO:0030336, GO:0051865, GO:0005829, GO:0005128, GO:0045619, GO:0010498, GO:0071782, GO:0048471, GO:0030971, GO:0051896, GO:0061630, GO:0042802, GO:0097191, GO:0031267, GO:0019904, GO:0008270, GO:0006915, GO:1901525, GO:2000379, GO:0005135, GO:0006914, GO:0000209, GO:0045637
NYGR1_DN6505_c1_g2_i1.p1	GO:0005886, GO:0022857, GO:0016021, GO:0006865
NYGR1_DN274_c8_g1_i1.p1	GO:0071456, GO:0016020, GO:0051402, GO:0060548, GO:0016021, GO:0042803
NYGR1_DN31679_c0_g1_i1.p1	GO:0004725, GO:0005737, GO:0005634, GO:0046685, GO:0030611
NYGR1_DN28570_c0_g1_i1.p1	GO:0007100, GO:0047496, GO:0005737, GO:0005856, GO:0031616, GO:0016477, GO:0005871, GO:0005874, GO:0005819, GO:0051642, GO:0051303, GO:0000776, GO:0051298, GO:0008017, GO:0007020, GO:0007059, GO:0051301, GO:0000132, GO:0007049
NYGR1_DN9306_c0_g1_i3.p1	GO:0030644, GO:1901086, GO:0033762, GO:0016324, GO:0050787, GO:0031526, GO:0071347, GO:1904486, GO:0070327, GO:0009986, GO:0070633, GO:0071222, GO:0005887, GO:0015732, GO:0007565, GO:0071716, GO:0046581, GO:0009408, GO:0006954, GO:0015722, GO:0120188, GO:0005524, GO:0008559, GO:0071356, GO:1990962, GO:1990961, GO:0042178, GO:0043627, GO:0006855, GO:0046691, GO:0019904, GO:0032355, GO:0015127, GO:0071549, GO:0015723, GO:0046685, GO:0006979, GO:0010629, GO:0038183, GO:0071466, GO:0071354, GO:0005886, GO:0097327, GO:0015694, GO:0015431
NYGR1_DN11318_c0_g1_i2.p1	GO:0007020, GO:0005856, GO:0031625, GO:0005819, GO:0044325, GO:0051087, GO:0051301, GO:0007049, GO:0048156, GO:0005874, GO:0000774, GO:0042802, GO:0031072, GO:0005737
NYGR1_DN10708_c2_g1_i1.p1	GO:0006313, GO:0090305, GO:0004519, GO:0003677, GO:0015074, GO:0005634
NYGR1_DN768_c0_g1_i2.p1	GO:0030036, GO:0051321, GO:0005125, GO:0140043, GO:0005133, GO:0005628, GO:0005737
NYGR1_DN6484_c0_g1_i9.p1	GO:0005524, GO:0005739, GO:0007563, GO:0005759, GO:0015936, GO:1905202, GO:0004485, GO:0006552
NYGR1_DN38318_c0_g1_i3.p1	GO:0090307, GO:0072686, GO:0007100, GO:0005813, GO:0031535, GO:0005783, GO:0009306, GO:0005737, GO:0005856, GO:0097431, GO:0005871, GO:0001578, GO:1990498, GO:0005524, GO:0042998, GO:0000278, GO:0005634, GO:0008017, GO:0007030, GO:0005794, GO:0045478, GO:0005818, GO:0008574, GO:0051301, GO:0045169
NYGR1_DN7824_c0_g2_i1.p1	GO:0046872, GO:0030430, GO:0000981, GO:0044220, GO:0000978, GO:0060967, GO:0019048, GO:0070411
NYGR1_DN15069_c0_g1_i1.p1	GO:0016020, GO:0001618, GO:0046718, GO:0016021, GO:0042802
NYGR1_DN29987_c0_g1_i1.p1	GO:0005198, GO:0042025, GO:0019028, GO:0019069
NYGR1_DN8125_c0_g1_i1.p1	GO:0016020, GO:0007186, GO:0016021, GO:0048856, GO:0007166, GO:0004930
NYGR1_DN16628_c0_g1_i2.p1	GO:0005856, GO:0005912, GO:0001917, GO:0008092, GO:0005886, GO:0031032, GO:0005737
NYGR1_DN1922_c0_g1_i5.p1	GO:0016684, GO:0016239, GO:0070728, GO:0071233, GO:0038203, GO:0051896, GO:1901031, GO:0042593, GO:0061700, GO:0005515, GO:0032868, GO:0042149, GO:1904262, GO:1990253, GO:0046626, GO:0005634, GO:0031932, GO:0005737
NYGR1_DN11475_c0_g1_i1.p1	GO:0042393, GO:0003714, GO:0034396, GO:0017053, GO:0005829, GO:0061987, GO:0000785, GO:0005634
NYGR1_DN35344_c0_g1_i1.p1	GO:0005516, GO:0032310, GO:0046872, GO:0032755, GO:0004517, GO:0005829, GO:0032757, GO:0018119, GO:1900015, GO:0006809, GO:0005737
NYGR1_DN22382_c0_g1_i1.p1	GO:0016042, GO:0016020, GO:0016021, GO:0007586, GO:0008047, GO:0050790
NYGR1_DN5045_c0_g2_i5.p1	GO:0005576, GO:0005615, GO:0004867, GO:0010951
NYGR1_DN540_c0_g2_i3.p1	GO:0031080, GO:0017056, GO:0031965, GO:0045893, GO:0005643, GO:0006406, GO:0006607, GO:2000331, GO:0005634
NYGR1_DN5253_c0_g1_i2.p1	GO:0005739, GO:0005759, GO:0005967, GO:0006086, GO:0006096, GO:0004739
NYGR1_DN32995_c0_g1_i1.p1	GO:0072686, GO:0008156, GO:0005654, GO:0008285, GO:0030071, GO:0007089, GO:0005829, GO:1904385, GO:0005737, GO:0048146, GO:0045171, GO:0000922, GO:0006260, GO:0006270, GO:0005524, GO:0005730, GO:0000278, GO:1904117, GO:0033314, GO:0005634, GO:0032467, GO:0051301, GO:0045737, GO:0051984, GO:0003688, GO:0051233, GO:0019900
NYGR1_DN1515_c0_g1_i5.p1	GO:0016579, GO:0005694, GO:0006511, GO:0004843, GO:0004197, GO:0005634, GO:0005737
NYGR1_DN36979_c0_g1_i2.p1	GO:0008340, GO:0050829, GO:0045732, GO:0043161, GO:0061630, GO:0050830, GO:0005515, GO:0000209, GO:0061631, GO:0005737
NYGR1_DN44784_c0_g1_i1.p1	GO:0000329, GO:0010688, GO:0003714, GO:0005773
NYGR1_DN4814_c0_g1_i1.p1	GO:0005635, GO:0043204, GO:0008021, GO:0061665, GO:0061534, GO:0043291, GO:0098793, GO:0030431, GO:0048149, GO:0045202, GO:0030425, GO:0030424, GO:0005634
