DRYU1_DN6430_c0_g1_i3.p1	GO:0006355, GO:0005634, GO:0003700
DRYU1_DN22483_c0_g1_i1.p1	GO:0044156, GO:0044177, GO:0016021, GO:0019031, GO:0016032, GO:0043657, GO:0016020, GO:0020002, GO:0030246, GO:0044178, GO:0055036
DRYU1_DN3775_c0_g1_i1.p1	GO:0004712, GO:0005524, GO:0005634, GO:0004674, GO:0006468, GO:0106310, GO:0051321
DRYU1_DN12223_c0_g1_i2.p1	GO:0000324, GO:0015811, GO:0016021, GO:0005886, GO:0015293, GO:0010008, GO:0055085, GO:0015184, GO:0005768, GO:0005774
DRYU1_DN7741_c0_g1_i1.p1	GO:0016021, GO:0097502, GO:0016757, GO:0016020, GO:0051999
DRYU1_DN1530_c0_g1_i1.p1	GO:0005525, GO:0000266, GO:0030127, GO:0006998, GO:0070971, GO:0016050, GO:0006886, GO:0016192, GO:0003400, GO:0005794, GO:0005789, GO:0070863, GO:0000139, GO:0005783, GO:0044233, GO:0012507, GO:1902953, GO:0005739, GO:0031410, GO:0003924, GO:0007006
DRYU1_DN24626_c0_g1_i1.p1	GO:0005829, GO:1990819, GO:0043547, GO:0005085, GO:0007265, GO:0000747, GO:0005886, GO:0062038
DRYU1_DN4148_c0_g2_i1.p1	GO:0016021, GO:0097502, GO:0016757, GO:0016020, GO:0051999
DRYU1_DN8841_c0_g1_i1.p1	GO:0005829, GO:0009263, GO:0004748
DRYU1_DN4296_c0_g2_i1.p1	GO:0018996, GO:0005737, GO:0016021, GO:0005886, GO:0016324, GO:0007281, GO:0017151, GO:0043186
DRYU1_DN805_c0_g2_i1.p1	GO:0030154, GO:0015629, GO:0030238, GO:0005737, GO:0006397, GO:0046661, GO:0008380, GO:0003723, GO:0048024
DRYU1_DN1285_c0_g1_i2.p1	GO:0005525, GO:0007030, GO:0005737, GO:0000329, GO:0003924, GO:0005769, GO:0005886, GO:0006886, GO:0030139, GO:0012505
DRYU1_DN5268_c0_g1_i1.p1	GO:0004712, GO:0005829, GO:0005737, GO:0005524, GO:0005634, GO:0004674, GO:0006468, GO:0106057, GO:0071277, GO:0106310, GO:0007165, GO:1904262
DRYU1_DN891_c0_g1_i1.p1	GO:0005829, GO:0005737, GO:0003729, GO:0005634, GO:0006376, GO:0006412
DRYU1_DN21181_c0_g1_i4.p1	GO:0005856, GO:0008017, GO:0005737, GO:0005874, GO:0005634, GO:0005819, GO:0000226, GO:0000922
DRYU1_DN34604_c0_g1_i1.p1	GO:0072659, GO:0016021, GO:1903077, GO:0097009, GO:0006112, GO:0005515, GO:0106072, GO:0016020, GO:0106071, GO:0007631
DRYU1_DN5178_c0_g1_i1.p1	GO:0016021, GO:0008234, GO:0006508, GO:0016020
DRYU1_DN21335_c0_g1_i1.p1	GO:0030246, GO:0019953, GO:0009952, GO:0004175, GO:0007166, GO:0005887, GO:0005886, GO:0009792, GO:0004930, GO:0097264, GO:0007189
DRYU1_DN28594_c0_g1_i1.p1	GO:0000981, GO:0005634, GO:0003677, GO:0006357
DRYU1_DN317_c0_g1_i3.p1	GO:0042026, GO:0044183, GO:0005737, GO:0050829, GO:0030968, GO:0051082, GO:0009408
DRYU1_DN11411_c0_g2_i1.p1	GO:0005829, GO:0051301, GO:0000785, GO:0090694, GO:0062022, GO:0005634, GO:0007049, GO:0007064, GO:0005515, GO:0003690, GO:0140588, GO:0034088, GO:0007059
DRYU1_DN21979_c0_g1_i1.p1	GO:0016021, GO:0030178, GO:0006508, GO:0046872, GO:0016020, GO:0004222
DRYU1_DN7010_c0_g1_i1.p1	GO:0005829, GO:0005737, GO:0003729, GO:0140453, GO:0071014, GO:0005634, GO:0071028, GO:2000815, GO:0016973
DRYU1_DN27470_c0_g1_i1.p1	GO:0016197, GO:0036020, GO:0006914, GO:0016021, GO:1901096, GO:0005770, GO:0031267, GO:0008333
DRYU1_DN10423_c1_g1_i1.p1	GO:0042595, GO:0051028, GO:0048168, GO:0042802, GO:0110077, GO:0003012, GO:0016020, GO:0003723, GO:1903561
DRYU1_DN1462_c0_g1_i2.p1	GO:0080090, GO:0051171, GO:0003755, GO:0060255, GO:0005634
DRYU1_DN9624_c0_g2_i1.p1	GO:0043565, GO:0005634, GO:0007417
DRYU1_DN3045_c0_g1_i1.p1	GO:0043202, GO:0016239, GO:0008340, GO:0042759, GO:0005737, GO:0005764, GO:0019433, GO:0004806
DRYU1_DN10785_c0_g1_i1.p1	GO:0016021, GO:0030246, GO:0030683, GO:0016020
DRYU1_DN8961_c0_g1_i1.p1	GO:0052918, GO:0052926, GO:0006488, GO:0016021, GO:0097502, GO:0005783, GO:0006487, GO:0005789
DRYU1_DN33786_c0_g1_i1.p1	GO:0005829, GO:0005525, GO:0005737, GO:0015630, GO:0034613, GO:0030435, GO:0005634, GO:0008289, GO:0032169, GO:0003924, GO:0032152, GO:0032175, GO:0060090, GO:0070583, GO:0061640, GO:0016020, GO:0051321, GO:0032153
DRYU1_DN16881_c0_g1_i2.p1	GO:0030435, GO:0006310, GO:0005515, GO:0042025, GO:0030430, GO:0051321, GO:0042138
DRYU1_DN21977_c0_g1_i1.p1	GO:0005576, GO:0043655, GO:0031410, GO:0044409, GO:0034494, GO:0005515, GO:0005886, GO:0020002, GO:0020009, GO:0032991
DRYU1_DN12634_c0_g1_i1.p1	GO:0005739, GO:0045040, GO:0001401, GO:0005741, GO:0005515, GO:0030150, GO:0070096
DRYU1_DN22202_c0_g1_i1.p1	GO:0006623, GO:0042147, GO:0023052, GO:0030242, GO:0005829, GO:0004712, GO:0005524, GO:0071561, GO:0004674, GO:0045324, GO:0006468, GO:0005515, GO:0034271, GO:0005770, GO:0016020, GO:0016236, GO:0106310, GO:0034272
DRYU1_DN34145_c0_g1_i1.p1	GO:0002080, GO:0031410, GO:0016021, GO:0010923, GO:0004930
DRYU1_DN34540_c0_g1_i1.p1	GO:0045143, GO:0016021, GO:0005515, GO:0005783, GO:0051455, GO:0045859, GO:0051321, GO:0010789, GO:0005789
DRYU1_DN427_c0_g1_i1.p1	GO:0007130, GO:0016021, GO:0033644, GO:0030435, GO:0051598, GO:0007131, GO:0007129, GO:0043085, GO:0016020, GO:0051321, GO:0005198
DRYU1_DN9067_c0_g2_i1.p1	GO:0042595, GO:0051028, GO:0030017, GO:0048168, GO:0042802, GO:0110077, GO:0003729, GO:0098975, GO:0003012, GO:0045202, GO:0016020, GO:1903561
DRYU1_DN7790_c0_g1_i2.p1	GO:0005576, GO:0036158, GO:0007420, GO:0005856, GO:0090660, GO:0005930, GO:0005737, GO:0030324, GO:0097728, GO:0005515, GO:0003677, GO:0060287, GO:0120197, GO:0120228, GO:0120229, GO:0007507, GO:0097729
DRYU1_DN176_c0_g3_i1.p1	GO:0006414, GO:0005525, GO:0005737, GO:0003746, GO:0003924, GO:0006412
DRYU1_DN18822_c0_g1_i1.p1	GO:0030474, GO:0005856, GO:0005737, GO:0005634, GO:0005816, GO:0005200
DRYU1_DN31002_c0_g1_i1.p1	GO:0019509, GO:0005737, GO:0005634, GO:0016791, GO:0046872, GO:0019284
DRYU1_DN16887_c0_g1_i1.p1	GO:0061066, GO:0097730, GO:0006935, GO:0036064, GO:0035721, GO:0030991, GO:0046626, GO:1905515, GO:0005198, GO:0097500
DRYU1_DN23737_c0_g1_i1.p1	GO:0005829, GO:0045842, GO:0051301, GO:0005680, GO:0031145, GO:0005634, GO:0005515, GO:0007049
DRYU1_DN1134_c0_g1_i1.p1	GO:0005576, GO:0005125, GO:0019953, GO:0045924, GO:0018991, GO:0005133, GO:0005615
DRYU1_DN2836_c0_g1_i1.p1	GO:0000281, GO:0030674, GO:0005515, GO:0051285, GO:0032153
DRYU1_DN3986_c0_g2_i4.p1	GO:0140445, GO:0005829, GO:0005737, GO:0005694, GO:0005634, GO:0039686, GO:0003677, GO:0006260, GO:0070187
DRYU1_DN5509_c0_g1_i1.p1	GO:0005829, GO:0031410, GO:0061512, GO:1903144, GO:0005737, GO:0005543, GO:0140036, GO:0110071, GO:0005096, GO:0060271
DRYU1_DN21769_c0_g1_i1.p1	GO:0030687, GO:1902805, GO:0061685, GO:1905792, GO:0007638, GO:0045933, GO:0048666, GO:0032230, GO:0098793, GO:0050976, GO:0097151, GO:0016080, GO:1905789, GO:0043204
DRYU1_DN8135_c0_g1_i2.p1	GO:0140445, GO:0005829, GO:0005737, GO:0005694, GO:0005634, GO:0016233, GO:0005515, GO:0032211, GO:0003677, GO:0070187
DRYU1_DN21536_c0_g1_i1.p1	GO:0005549, GO:1990834, GO:0007608, GO:0005576
DRYU1_DN18280_c0_g1_i1.p1	GO:0000209, GO:0005524, GO:0005634, GO:0061631, GO:0043161
DRYU1_DN30924_c0_g1_i1.p1	GO:0007420, GO:0060322, GO:0004842, GO:0005634, GO:0016567, GO:0051260, GO:0043065, GO:0035024, GO:0031463, GO:0043161, GO:0021952, GO:0061351
DRYU1_DN24560_c0_g1_i2.p1	GO:0000811, GO:1902983, GO:0005634, GO:0005515, GO:0006260
DRYU1_DN4026_c0_g1_i1.p1	GO:0045172, GO:0030708, GO:0030717, GO:0036058, GO:0005886, GO:0090136, GO:0007411, GO:0004712, GO:0007424, GO:0007293, GO:0005102, GO:0031234, GO:0008064, GO:0007435, GO:0120176, GO:0008335, GO:0045886, GO:0005829, GO:0016319, GO:0005524, GO:0048513, GO:0045742, GO:0048477, GO:0004715, GO:0007301, GO:0007300, GO:0030046, GO:0030154, GO:0045743, GO:0007169, GO:0045874, GO:0034332, GO:0030723, GO:0045087, GO:0007349, GO:0008302, GO:0007616, GO:0002009, GO:0048167, GO:0018108
DRYU1_DN21943_c0_g1_i1.p1	GO:0005829, GO:0003899, GO:0005737, GO:0005634, GO:0000166, GO:0005515, GO:0005666, GO:0006384
DRYU1_DN12687_c0_g1_i1.p1	GO:0030683, GO:0039540, GO:0030430, GO:0046872, GO:0005198
DRYU1_DN9633_c0_g1_i1.p1	GO:0016339, GO:0044331, GO:0005887, GO:0005886, GO:0005509, GO:0007156
DRYU1_DN986_c0_g1_i1.p1	GO:0016021, GO:0007176, GO:0005515, GO:0016020, GO:0007165
DRYU1_DN24684_c0_g1_i1.p1	GO:0000324, GO:0007268, GO:0030354, GO:0031777, GO:0007165
DRYU1_DN32219_c0_g1_i1.p1	GO:0070772, GO:0005737, GO:0016251, GO:0046982, GO:0000329, GO:0006661, GO:0033674, GO:0003713, GO:0010008, GO:0000306, GO:0005773
DRYU1_DN4100_c0_g1_i1.p1	GO:0005154, GO:0016021, GO:0046740, GO:0008083, GO:0016020
DRYU1_DN8926_c0_g1_i2.p1	GO:0000325, GO:0009640, GO:0005737, GO:0005777, GO:0005634, GO:0009535, GO:0005515, GO:0005783, GO:0005788, GO:0005635, GO:0005509, GO:0050832, GO:0099503
DRYU1_DN955_c1_g1_i1.p1	GO:0030154, GO:0005694, GO:0005634, GO:0048477, GO:0018024, GO:0003677, GO:0008270, GO:0051038, GO:0034968, GO:0006325
DRYU1_DN4699_c0_g1_i1.p1	GO:0017157, GO:0031630, GO:0005525, GO:0005886, GO:0048786, GO:0008021, GO:0072659, GO:0007269, GO:0005768, GO:0032482, GO:0006887, GO:0046718, GO:0048789, GO:0045202, GO:0048172, GO:0003924, GO:0006904, GO:0048790, GO:0009306
DRYU1_DN8036_c0_g1_i1.p1	GO:0000209, GO:0005737, GO:0004842, GO:0005515, GO:0032436, GO:0030018
DRYU1_DN4880_c0_g1_i3.p1	GO:0007098, GO:0007274, GO:0045977, GO:0048167, GO:0005737, GO:0000159, GO:0048788, GO:0042802, GO:0007052, GO:0005813, GO:0048790, GO:0033365, GO:0007049, GO:0098882
DRYU1_DN5588_c0_g1_i5.p1	GO:0044204, GO:0019033, GO:0019058, GO:0042025, GO:0005198
DRYU1_DN32022_c0_g1_i1.p1	GO:0007218, GO:0005886, GO:0008528, GO:0005887
DRYU1_DN1239_c0_g1_i1.p1	GO:0009986, GO:0005737, GO:0042742, GO:0045335, GO:0098636, GO:0031160, GO:0009253, GO:0016998, GO:0003796, GO:0019835, GO:0031012
DRYU1_DN1555_c0_g2_i1.p1	GO:0005737, GO:0005634, GO:0006400, GO:0016746, GO:0003723
DRYU1_DN970_c0_g1_i2.p1	GO:0090383, GO:0005525, GO:0061724, GO:0005811, GO:0045335, GO:0031902, GO:0005770, GO:0033162, GO:0003925, GO:0016042, GO:0005829, GO:0030670, GO:0090385, GO:0031966, GO:0000421, GO:0005765, GO:0005739, GO:0005764, GO:0099638, GO:0032419, GO:0045022
DRYU1_DN16729_c0_g1_i1.p1	GO:0042464, GO:0030154, GO:0000381, GO:0005634, GO:0004879, GO:0007548, GO:0045944, GO:0007538, GO:0030522, GO:0009755, GO:0000122, GO:0008270, GO:0000978
DRYU1_DN7837_c0_g2_i1.p1	GO:0031047, GO:0031380, GO:0031048, GO:0005737, GO:0005524, GO:0005634, GO:0003724, GO:0016887, GO:0003723, GO:0008270, GO:0048471
DRYU1_DN4002_c0_g1_i2.p1	GO:0030866, GO:0032482, GO:0050766, GO:0005525, GO:0006909, GO:0003924, GO:0046847, GO:0005769, GO:0140220, GO:0005886, GO:0006886, GO:0005515, GO:0006907, GO:0012505, GO:0005811
DRYU1_DN12530_c0_g2_i3.p1	GO:0042595, GO:0051028, GO:0030017, GO:0048168, GO:0042802, GO:0110077, GO:0003729, GO:0098975, GO:0003012, GO:0045202, GO:0016020, GO:1903561
DRYU1_DN10414_c0_g2_i1.p1	GO:0055077, GO:0005921, GO:0016021, GO:0005886, GO:0005243, GO:0055085, GO:0006811
DRYU1_DN27547_c0_g1_i1.p1	GO:0000776, GO:0007140, GO:0006468, GO:0051315, GO:0051257, GO:0106310, GO:0030726, GO:0007344, GO:0000922, GO:0004712, GO:0007526, GO:0005737, GO:0035046, GO:1990023, GO:0004674, GO:0007112, GO:0005813, GO:0030496, GO:0000278, GO:0007098, GO:0007058, GO:0005829, GO:0000915, GO:0005814, GO:0005828, GO:0035050, GO:0035044, GO:0005524, GO:0005634, GO:0032465, GO:0007406, GO:0000940, GO:0030954, GO:0034613, GO:0007147, GO:0048600, GO:0005819, GO:0005515, GO:0005635
DRYU1_DN1069_c0_g1_i1.p1	GO:0005829, GO:0031152, GO:0048870, GO:0005783, GO:0005509, GO:0031012
DRYU1_DN5383_c0_g1_i1.p1	GO:0005829, GO:0070936, GO:0005737, GO:0005634, GO:0002250, GO:0019005, GO:0002842, GO:0005515, GO:0031146, GO:0010976
DRYU1_DN9380_c0_g7_i1.p1	GO:0042802, GO:0005634, GO:0005654, GO:0003690, GO:0140297, GO:0000122, GO:0040029
DRYU1_DN947_c0_g1_i1.p1	GO:0008045, GO:0042059, GO:0048167, GO:0070593, GO:0098632, GO:0048667, GO:0050803, GO:0005886, GO:0031225, GO:0016324, GO:0030424, GO:0048786, GO:0007156, GO:0072553, GO:0005737, GO:0035158, GO:0031256, GO:0061174, GO:0008355, GO:0030426, GO:0045211, GO:1904800, GO:0016319, GO:0097482, GO:0016021, GO:0001746, GO:0007413, GO:0007528, GO:0042734, GO:0007399, GO:0048149, GO:0030154, GO:0048803, GO:0008582, GO:0072499, GO:0007614, GO:0031594, GO:0036062, GO:1904059
DRYU1_DN13950_c0_g1_i1.p1	GO:0006261, GO:0071897, GO:0000166, GO:0003887, GO:0090305, GO:0042025, GO:0003677, GO:0008408, GO:0039693
DRYU1_DN3966_c0_g2_i3.p1	GO:0030154, GO:0005576, GO:0031514, GO:0097224, GO:0044458, GO:0007283, GO:0032027
DRYU1_DN10106_c0_g1_i1.p1	GO:0042147, GO:0016021, GO:0007166, GO:0005783, GO:0016020, GO:0038023
DRYU1_DN7057_c0_g3_i1.p1	GO:0007635, GO:0035556, GO:0005525, GO:0010038, GO:0006935, GO:0016021, GO:0001653, GO:0005524, GO:0006182, GO:0006468, GO:0005886, GO:0004672, GO:0007168, GO:0004383
DRYU1_DN490_c0_g1_i1.p1	GO:0001708, GO:0007155, GO:0005737, GO:0019903, GO:0005634, GO:0016055, GO:0005912, GO:0045944, GO:0016342, GO:0003713, GO:0016020, GO:0045294, GO:0045296
DRYU1_DN3283_c2_g2_i7.p1	GO:0005634, GO:0003677, GO:0006310, GO:0015074
DRYU1_DN13758_c0_g1_i1.p1	GO:0015031, GO:0005524, GO:0016021, GO:0015833, GO:0016020
DRYU1_DN17663_c0_g2_i1.p1	GO:0005737, GO:0019220, GO:0003730, GO:0061157, GO:1990247
DRYU1_DN21179_c0_g1_i3.p1	GO:0050790, GO:0005829, GO:0005737, GO:0005634, GO:0005509, GO:0006470
DRYU1_DN5424_c0_g1_i2.p1	GO:0016021, GO:1903830, GO:0015095, GO:0016020
DRYU1_DN7162_c2_g1_i2.p1	GO:0032757, GO:0005829, GO:0032755, GO:0005737, GO:0032310, GO:0006809, GO:0004517, GO:0005516, GO:0046872, GO:0018119, GO:1900015
DRYU1_DN25955_c0_g1_i1.p1	GO:0005829, GO:0051301, GO:0005125, GO:0000070, GO:0005694, GO:0005874, GO:0005634, GO:0000776, GO:0051382, GO:0000775, GO:0005133, GO:0031511, GO:0007049
DRYU1_DN31884_c0_g1_i1.p1	GO:0006646, GO:0005739, GO:0004609, GO:0005783, GO:0016540, GO:0030176, GO:0005789
DRYU1_DN7015_c0_g1_i1.p1	GO:0005739, GO:0052857, GO:0052856, GO:0000166, GO:0046496, GO:0046872
DRYU1_DN5304_c0_g1_i2.p1	GO:0015031, GO:0061912, GO:0031503, GO:0005829, GO:0030433, GO:0005737, GO:0034270, GO:0019898, GO:0030674, GO:0005515, GO:0016050, GO:0034045, GO:0000407
DRYU1_DN9599_c0_g1_i1.p1	GO:0030282, GO:0016021, GO:0046688, GO:0034755, GO:0010039, GO:0043362, GO:0017046, GO:0035162, GO:0016323, GO:0006879, GO:0042541, GO:0005381
DRYU1_DN30502_c0_g1_i1.p1	GO:0016032, GO:0003676, GO:0000213, GO:0005886
DRYU1_DN9516_c0_g1_i1.p1	GO:0050790, GO:0070507, GO:0032012, GO:0005085, GO:0048678, GO:0046602, GO:0005543, GO:0005938, GO:0007077, GO:0005515, GO:0048692, GO:0007019, GO:0005886, GO:1902845, GO:0036449
DRYU1_DN12668_c0_g1_i2.p1	GO:0005739, GO:2000114, GO:0030837, GO:0090140, GO:0051058, GO:0005929, GO:2000568, GO:0071219, GO:0001916, GO:0030334, GO:0050920, GO:0016020, GO:0031267, GO:0023030, GO:0032729
DRYU1_DN2882_c3_g1_i1.p1	GO:0005829, GO:0005737, GO:0032797, GO:0008320, GO:0005634, GO:0006397, GO:0005515, GO:0008380, GO:0000387
DRYU1_DN13813_c0_g1_i1.p1	GO:0071902, GO:0035332, GO:0045926, GO:0005912, GO:0005886, GO:0005515, GO:0016324
DRYU1_DN5713_c0_g3_i1.p1	GO:0031398, GO:0005829, GO:0070682, GO:0005737, GO:0045737, GO:0000502, GO:0090201, GO:0043409, GO:0043518, GO:0005634, GO:0006915, GO:0007253, GO:0008540, GO:0005515, GO:0032436, GO:0000122, GO:0045111, GO:0030307
DRYU1_DN199_c0_g1_i1.p1	GO:0016021, GO:0005886, GO:0071577, GO:0005385
DRYU1_DN7378_c0_g1_i1.p1	GO:0005576, GO:0005930, GO:0090660, GO:0030317, GO:0036126, GO:0034451, GO:0097728, GO:0005879, GO:0005515, GO:0060287, GO:0120229, GO:0060271, GO:0007368
DRYU1_DN15230_c0_g1_i1.p1	GO:0043992, GO:0032931, GO:0005739, GO:0097745, GO:0005515, GO:0036408, GO:0044017, GO:0000002, GO:0099617, GO:0043994
DRYU1_DN7714_c0_g1_i1.p1	GO:0005576, GO:0006508, GO:0008270, GO:0004222, GO:0005604
DRYU1_DN4358_c0_g3_i1.p1	GO:0042802, GO:0005634, GO:0005654, GO:0003690, GO:0140297, GO:0000122, GO:0040029
DRYU1_DN26098_c0_g1_i1.p1	GO:0044156, GO:0044177, GO:0039722, GO:0030683, GO:0016021, GO:0019031, GO:0005515, GO:0043657, GO:0016020, GO:0020002, GO:0005537, GO:0044178, GO:0055036
DRYU1_DN19158_c0_g1_i1.p1	GO:0043565, GO:0016607, GO:0005730, GO:0005737, GO:0003729, GO:0005634, GO:0005515, GO:0032991, GO:0000398
DRYU1_DN6012_c0_g1_i5.p1	GO:0016339, GO:0044331, GO:0005887, GO:0005886, GO:0005509, GO:0007156
DRYU1_DN16780_c0_g1_i1.p1	GO:0030371, GO:0005737, GO:0034655, GO:0006355, GO:0017148, GO:0003723, GO:0043488
DRYU1_DN18276_c0_g1_i1.p1	GO:0005829, GO:0000281, GO:0005634, GO:0000747, GO:1903478, GO:0005515, GO:0070648, GO:1904600, GO:0110085
DRYU1_DN547_c0_g1_i1.p1	GO:0005515, GO:0030317, GO:0036064
DRYU1_DN671_c0_g2_i4.p1	GO:0044165, GO:0039722, GO:0030683, GO:0016021, GO:0016020, GO:0020002, GO:0008270, GO:0004222
DRYU1_DN24596_c0_g1_i1.p1	GO:0005814, GO:0005856, GO:0044782, GO:0005929, GO:0005737, GO:0008017, GO:0008013, GO:0036064, GO:0005813, GO:0045295
DRYU1_DN8025_c0_g1_i1.p1	GO:0045143, GO:0016021, GO:0005515, GO:0051455, GO:0016020, GO:0045859, GO:0051321, GO:0010789
DRYU1_DN533_c0_g1_i1.p1	GO:0023052, GO:0005730, GO:0006974, GO:0071963, GO:0106310, GO:0006356, GO:0004712, GO:0000785, GO:0051286, GO:2000247, GO:0004674, GO:0006359, GO:0000122, GO:0005829, GO:0005956, GO:0000935, GO:0005524, GO:0005634, GO:0061245, GO:0051726, GO:0034456, GO:0097431, GO:0018105, GO:0018107
DRYU1_DN27351_c0_g1_i1.p1	GO:0005576, GO:0070593, GO:0098632, GO:0005886, GO:0030424, GO:0007411, GO:0007156
DRYU1_DN24766_c0_g1_i1.p1	GO:0005856, GO:0051301, GO:0032120, GO:0005628, GO:0005737, GO:0030435, GO:0030476, GO:0005515, GO:0005816, GO:0000001, GO:0051321, GO:0070056
DRYU1_DN33865_c0_g1_i1.p1	GO:0005783, GO:0005788, GO:1904028, GO:0016757
DRYU1_DN51_c0_g1_i1.p1	GO:0005856, GO:0005525, GO:0005737, GO:0005874, GO:0000226, GO:0000278, GO:0005200
DRYU1_DN1027_c0_g1_i2.p1	GO:0072686, GO:0031122, GO:0015630, GO:0051286, GO:0007127, GO:0051285, GO:0030989, GO:0005634, GO:0005881, GO:0005869, GO:0051010, GO:0035974, GO:0000743, GO:1903754, GO:0051321, GO:0110092
DRYU1_DN5072_c0_g1_i1.p1	GO:0007602, GO:0071482, GO:0030159, GO:0016028, GO:0016027, GO:0007605, GO:0005886, GO:0005516, GO:0050962, GO:0016059, GO:0007601, GO:0008104, GO:0031473, GO:0009881
DRYU1_DN34329_c0_g1_i1.p1	GO:1902476, GO:0005254, GO:0016021, GO:0005886, GO:0034707
DRYU1_DN29649_c0_g1_i1.p1	GO:0005739, GO:0046782, GO:0005515, GO:0039695, GO:0046872
DRYU1_DN3496_c0_g1_i1.p1	GO:0003700, GO:0005634, GO:0006357, GO:0046872, GO:0000978
DRYU1_DN7906_c0_g1_i12.p1	GO:0140357, GO:0000324, GO:0005737, GO:0016021, GO:0005524, GO:0000329, GO:0015833, GO:0015439, GO:0020037, GO:0015440
DRYU1_DN15254_c0_g1_i2.p1	GO:0005634, GO:0003677, GO:0006310, GO:0015074
DRYU1_DN1357_c2_g2_i2.p1	GO:0031965, GO:0005856, GO:0051301, GO:1990612, GO:0031021, GO:0005737, GO:0051321, GO:0005515, GO:1990683, GO:0044732, GO:0045141
DRYU1_DN676_c2_g1_i1.p1	GO:0005739, GO:0005524, GO:0002143, GO:0000049, GO:0061708
DRYU1_DN21472_c0_g1_i1.p1	GO:0004712, GO:0007169, GO:0005524, GO:0005887, GO:0005886, GO:0033674, GO:0045138, GO:0004714, GO:0043235, GO:0018108
DRYU1_DN8475_c0_g2_i1.p1	GO:0007165, GO:0071657, GO:0005125, GO:0032755, GO:0016021, GO:0005139, GO:0071654, GO:0033005, GO:0032736, GO:0042531, GO:0008284, GO:1904894, GO:0016020, GO:0032733, GO:0001961, GO:0043066, GO:0050729, GO:0032754
DRYU1_DN25198_c0_g1_i2.p1	GO:0005856, GO:0036126, GO:0030317, GO:0005737, GO:0005515
DRYU1_DN7256_c0_g1_i1.p1	GO:0030154, GO:0019902, GO:0005737, GO:0016021, GO:0005886, GO:0007283
DRYU1_DN10228_c0_g1_i1.p1	GO:0031533, GO:0006370, GO:0099122, GO:0005525, GO:0005524, GO:0005634, GO:0004484
DRYU1_DN6221_c0_g1_i1.p1	GO:0045143, GO:0000776, GO:0032133, GO:0035404, GO:0000775, GO:0035174, GO:0051316, GO:0106310, GO:0031134, GO:0004712, GO:0005737, GO:0005694, GO:0090267, GO:0005856, GO:0005828, GO:0005524, GO:0005634, GO:0032465, GO:0051233, GO:0007049, GO:0044774, GO:0051228, GO:1901925, GO:0045144, GO:0005819, GO:0005515, GO:1901673, GO:0018107
DRYU1_DN3670_c0_g2_i1.p1	GO:0005737, GO:0003729, GO:0005634, GO:0000723, GO:0051252, GO:0010468
DRYU1_DN31370_c0_g2_i1.p1	GO:0005576, GO:0008201, GO:0030510, GO:0005515, GO:0045446, GO:0005509, GO:0043542, GO:0005615, GO:0061484, GO:0043066
DRYU1_DN2612_c0_g1_i1.p1	GO:0035224, GO:0045944, GO:0048100, GO:0007224, GO:0001745, GO:0048813, GO:0007367, GO:0002385, GO:0005654, GO:0035217, GO:0008140, GO:0000122, GO:0046872, GO:0000978, GO:0005829, GO:0019901, GO:0042803, GO:0005634, GO:2000495, GO:0035331, GO:0035277, GO:0001228, GO:0035301, GO:0060914, GO:0030858, GO:1900087, GO:0016020, GO:0035017
DRYU1_DN10609_c0_g2_i1.p1	GO:0007218, GO:0005886, GO:0016021, GO:0004983
DRYU1_DN2092_c0_g1_i8.p1	GO:0030683, GO:0016021, GO:0033644, GO:0005515, GO:0016020, GO:0039503
DRYU1_DN25989_c0_g1_i2.p1	GO:0005739, GO:0006465, GO:0016021, GO:0005743, GO:0033108, GO:0006627, GO:0004252, GO:0042720, GO:0004222
DRYU1_DN21958_c0_g1_i2.p1	GO:0007420, GO:0016319, GO:0005737, GO:0099504, GO:0046621, GO:0035332, GO:0005515, GO:0005096, GO:0060090, GO:0043087, GO:0016020, GO:0046872, GO:0036465, GO:0007525, GO:1905383
DRYU1_DN9593_c0_g1_i2.p1	GO:0005739, GO:0007005, GO:0031315, GO:0019005, GO:0005515, GO:0004402, GO:0031146
DRYU1_DN17122_c0_g1_i1.p1	GO:0050660, GO:0030017, GO:0005737, GO:0005634, GO:0016491, GO:0034599
DRYU1_DN10168_c0_g1_i1.p1	GO:0035672, GO:0007229, GO:0005886, GO:0007156, GO:0005887, GO:0005654, GO:0016342, GO:0005509, GO:0048536, GO:0045296, GO:0016339, GO:0033626, GO:0030054, GO:0009986, GO:0016323, GO:0002314, GO:0005427, GO:0002456, GO:0005178, GO:0002315
DRYU1_DN34727_c0_g1_i2.p1	GO:0043130, GO:0030992, GO:0030433, GO:0005929, GO:0005783, GO:0061371, GO:0060271
DRYU1_DN27752_c0_g1_i1.p1	GO:0005739, GO:0031119, GO:0005737, GO:0005634, GO:0106029, GO:0000455, GO:0003723
DRYU1_DN12633_c0_g3_i1.p1	GO:0005634, GO:0003677, GO:0007417
DRYU1_DN6987_c1_g1_i2.p1	GO:0016021, GO:0005515, GO:0003682, GO:0005886, GO:0030466
DRYU1_DN30912_c0_g1_i1.p1	GO:0019058, GO:0016021, GO:0033644, GO:0005524, GO:0004674, GO:0016020
DRYU1_DN9919_c0_g4_i1.p1	GO:0036305, GO:0070175, GO:0031214, GO:0019033, GO:0022604, GO:0005198, GO:0097186
DRYU1_DN8915_c0_g2_i1.p1	GO:0005739, GO:0048255, GO:0006397, GO:0005515, GO:0017004, GO:0006364, GO:0042254
